shelfmark,term,signal_weight,section,snippet,detail_url,viewer_url,score
Urb.lat.1618,Petrarca autografo,10.0,General Data,"1) 172r-174r: Gaudenzi, Paganino, 1595-1649 Alcuni passi del Petrarca considerati.",https://digi.vatlib.it/mss/detail/Urb.lat.1618,https://digi.vatlib.it/view/MSS_Urb.lat.1618,11.5
Vat.lat.3196,Petrarca autografo,10.0,General Data,"1) Francesco Petrarca , Rerum vulgarium fragmenta. sec. XIV med. 2) 1r-20v: Petrarca , Francesco, 1304-1374 Rerum vulgarium fragmenta.",https://digi.vatlib.it/mss/detail/Vat.lat.3196,https://digi.vatlib.it/view/MSS_Vat.lat.3196,11.5
Ott.lat.1554,Petrarca inedito,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Villar, Milagros El texto inédito de una epístola de Petrarca dirigida a Philippe de Cabassole, In Petrarca , Verona e l’Europa, Atti del Convegno internazionale di studi (Verona, 19-23 sett. 1991), 1997",https://digi.vatlib.it/mss/detail/Ott.lat.1554,https://digi.vatlib.it/view/MSS_Ott.lat.1554,5.5
Pal.lat.1730,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Villar, Milagros El texto inédito de una epístola de Petrarca dirigida a Philippe de Cabassole, In Petrarca , Verona e l’Europa, Atti del Convegno internazionale di studi (Verona, 19-23 sett. 1991), 1997",https://digi.vatlib.it/mss/detail/Pal.lat.1730,https://digi.vatlib.it/view/MSS_Pal.lat.1730,5.5
Urb.lat.1030,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Urb.lat.1030,https://digi.vatlib.it/view/MSS_Urb.lat.1030,5.5
Vat.lat.3195,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987",https://digi.vatlib.it/mss/detail/Vat.lat.3195,https://digi.vatlib.it/view/MSS_Vat.lat.3195,7.0
Vat.lat.3197,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.3197,https://digi.vatlib.it/view/MSS_Vat.lat.3197,5.5
Vat.lat.3210,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.3210,https://digi.vatlib.it/view/MSS_Vat.lat.3210,5.5
Vat.lat.3214,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.3214,https://digi.vatlib.it/view/MSS_Vat.lat.3214,5.5
Vat.lat.3217,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.3217,https://digi.vatlib.it/view/MSS_Vat.lat.3217,5.5
Vat.lat.4104,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.4104,https://digi.vatlib.it/view/MSS_Vat.lat.4104,5.5
Vat.lat.4820,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.4820,https://digi.vatlib.it/view/MSS_Vat.lat.4820,5.5
Vat.lat.5232,Petrarca inedito,10.0,Bibliographic References:,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989",https://digi.vatlib.it/mss/detail/Vat.lat.5232,https://digi.vatlib.it/view/MSS_Vat.lat.5232,5.5
Vat.lat.1670,Pio II inedita,9.0,General Data,"1) 10r-12r: Pandoni, Giannantonio, detto il Porcellio, c. 1405-c. 1485 Divo Pio II pont. max. de illustribus poetis oratoribus sui temporis.",https://digi.vatlib.it/mss/detail/Vat.lat.1670,https://digi.vatlib.it/view/MSS_Vat.lat.1670,10.5
Vat.lat.12895,Pio II inedita,9.0,General Data,"1) 74r-74bv: Pellico, Silvio, 1789-1854 Lettera a Carlo Voigt.",https://digi.vatlib.it/mss/detail/Vat.lat.12895,https://digi.vatlib.it/view/MSS_Vat.lat.12895,10.5
Vat.lat.4105,Michelangelo autografo,10.0,General Data,"1) 312r: Tonti, Michelangelo , sec. XVI Lettera a Scipione Forteguerri.",https://digi.vatlib.it/mss/detail/Vat.lat.4105,https://digi.vatlib.it/view/MSS_Vat.lat.4105,11.5
Urb.lat.1618,Erasmo autografo,9.0,General Data,"1) 224r-225v: Gaudenzi, Paganino, 1595-1649 De Erasmo [Roterdamo?] et Josepho Scaligero et de viris doctis et eruditis inter Catholicos",https://digi.vatlib.it/mss/detail/Urb.lat.1618,https://digi.vatlib.it/view/MSS_Urb.lat.1618,10.5
Vat.lat.1670,Napoleone autografo,9.0,General Data,"1) 1r-84r: Pandoni, Giannantonio, detto il Porcellio, c. 1405-c. 1485 Ad divum Pium [II], pont. max., de rebus a se gestis et ab aliis suo tempore, lib. I-VIII.",https://digi.vatlib.it/mss/detail/Vat.lat.1670,https://digi.vatlib.it/view/MSS_Vat.lat.1670,10.5
Ferr.827,frammento sconosciuto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Faini, Marco Un frammento manoscritto delle Rime di Sannazaro e un esemplare sconosciuto della prima ristampa dell’Arcadia, In Bibliofilia. Rivista di storia del libro e di bibliografia 2009",https://digi.vatlib.it/mss/detail/Ferr.827,https://digi.vatlib.it/view/MSS_Ferr.827,5.5
Ott.lat.2151,frammento sconosciuto,10.0,Bibliographic References:,"Bibliographic References: 1) Cursi, Marco, 1966- Boccaccio alla Sapienza: un frammento sconosciuto del ‘Filocolo’ (e alcune novità intorno ad Andrea Lancia), In Critica del testo 2007",https://digi.vatlib.it/mss/detail/Ott.lat.2151,https://digi.vatlib.it/view/MSS_Ott.lat.2151,5.5
Ross.936,frammento sconosciuto,10.0,Bibliographic References:,"Bibliographic References: 1) Cursi, Marco, 1966- Boccaccio alla Sapienza: un frammento sconosciuto del ‘Filocolo’ (e alcune novità intorno ad Andrea Lancia), In Critica del testo 2007",https://digi.vatlib.it/mss/detail/Ross.936,https://digi.vatlib.it/view/MSS_Ross.936,5.5
Vat.lat.4813,frammento sconosciuto,10.0,Bibliographic References:,"Bibliographic References: 1) Cursi, Marco, 1966- Boccaccio alla Sapienza: un frammento sconosciuto del ‘Filocolo’ (e alcune novità intorno ad Andrea Lancia), In Critica del testo 2007",https://digi.vatlib.it/mss/detail/Vat.lat.4813,https://digi.vatlib.it/view/MSS_Vat.lat.4813,5.5
Urb.lat.326,opera perduta,10.0,General Data,"1) Giovanni Antonio Campano, Vita et res gestae Braccii Fortebraccii. sec. XV ex",https://digi.vatlib.it/mss/detail/Urb.lat.326,https://digi.vatlib.it/view/MSS_Urb.lat.326,11.5
Urb.lat.899,opera perduta,10.0,General Data,1) Ordine delle nozze dello illustrissimo messer Costanzo Sforza e Camilla d’Aragona. sec. XV ex,https://digi.vatlib.it/mss/detail/Urb.lat.899,https://digi.vatlib.it/view/MSS_Urb.lat.899,11.5
Vat.lat.4927,opera perduta,10.0,General Data,1) Materia seu Declaratio processus electionis. sec. XIV-XV,https://digi.vatlib.it/mss/detail/Vat.lat.4927,https://digi.vatlib.it/view/MSS_Vat.lat.4927,11.5
Arch.Cap.S.Pietro.I.14,testo mutilo,8.0,General Data,"1) 1r-125v: Romualdus Salernitanus, m. 1181 Chronicon",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.I.14,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.I.14,9.5
Barb.lat.31,testo mutilo,8.0,General Data,"1) 1r-101v: Cicero, Marcus Tullius, 106-43 a.C. De officiis.",https://digi.vatlib.it/mss/detail/Barb.lat.31,https://digi.vatlib.it/view/MSS_Barb.lat.31,9.5
Barb.lat.142,testo mutilo,8.0,General Data,"1) 124r-162r: Cicero, Marcus Tullius, 106-43 a.C. Pro Cluentio Habito oratio. 2) 265r-284r: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio.",https://digi.vatlib.it/mss/detail/Barb.lat.142,https://digi.vatlib.it/view/MSS_Barb.lat.142,9.5
Barb.lat.415,testo mutilo,8.0,General Data,1) 368vB: Fragmentum Canon Missae.,https://digi.vatlib.it/mss/detail/Barb.lat.415,https://digi.vatlib.it/view/MSS_Barb.lat.415,9.5
Barb.lat.575,testo mutilo,8.0,General Data,"1) 1rB: Excerptum in Matthaeum 1,13. 2) 170r: De custodia linguae",https://digi.vatlib.it/mss/detail/Barb.lat.575,https://digi.vatlib.it/view/MSS_Barb.lat.575,9.5
Barb.lat.4231,testo mutilo,8.0,General Data,"Low Quality 1) 146r-149v: Bencini, Pietro Paolo, 1670-1755 2) 184r-186v: Gasparini, Francesco, 1661-1727 Taican, re della Cina.",https://digi.vatlib.it/mss/detail/Barb.lat.4231,https://digi.vatlib.it/view/MSS_Barb.lat.4231,9.5
Barb.lat.4702,testo mutilo,8.0,General Data,Low Quality 1) 62r-63r: Del diritto di esclusione nell'elezione del Sommo Pontefice. 2) 156r: Lettera di incerto ad incerto sul conclave da cui uscì eletto Alessandro VII.,https://digi.vatlib.it/mss/detail/Barb.lat.4702,https://digi.vatlib.it/view/MSS_Barb.lat.4702,9.5
Barb.lat.5333,testo mutilo,8.0,General Data,"Low Quality 1) 52r-54r: Carafa, Giovanni, duca di Paliano, m. 1561 Memoriale delle cose che si domandano per parte di Sua Santità [Paolo IV] nelle lettere et istruzioni",https://digi.vatlib.it/mss/detail/Barb.lat.5333,https://digi.vatlib.it/view/MSS_Barb.lat.5333,9.5
Barb.lat.5351,testo mutilo,8.0,General Data,Low Quality 1) 108r-112v: Replica alla risposta ch'il Re di Francia [Luigi XIII] ha fatta a 30 di Marzo 1628 alla Lettera di S.M.C. [Ferdinando II] scrittagli a 15 di Gennaro del med(esi)mo Anno,https://digi.vatlib.it/mss/detail/Barb.lat.5351,https://digi.vatlib.it/view/MSS_Barb.lat.5351,8.0
Barb.lat.5370,testo mutilo,8.0,General Data,"1) 231r: Notizia sulle missioni cattoliche in Amburgo, Scozia, Friedrichstadt e Danimarca. 2) 265r-266v: Notizie di Milano, 23 maggio 1632.",https://digi.vatlib.it/mss/detail/Barb.lat.5370,https://digi.vatlib.it/view/MSS_Barb.lat.5370,9.5
Barb.or.153.pt.A,testo mutilo,8.0,General Data,"1) Glossario di caratteri cinesi tratto dalla Guia do pecador; Marcos Jorge, De Doctrina Christaã. sec. XVII",https://digi.vatlib.it/mss/detail/Barb.or.153.pt.A,https://digi.vatlib.it/view/MSS_Barb.or.153.pt.A,9.5
Capp.Sist.682,testo mutilo,8.0,General Data,1) 28r-35r: Regole per il Puntatore.,https://digi.vatlib.it/mss/detail/Capp.Sist.682,https://digi.vatlib.it/view/MSS_Capp.Sist.682,9.5
Cappon.2,testo mutilo,8.0,General Data,"1) 1r-9r: Cicero, Marcus Tullius, 106-43 a.C. Oratio pro lege Manilia vel vulgo Pompeiana dicitur",https://digi.vatlib.it/mss/detail/Cappon.2,https://digi.vatlib.it/view/MSS_Cappon.2,9.5
Chig.C.IV.112,testo mutilo,8.0,General Data,"1) 14r-20v: Oratio ad Mariam Virginem, Pericopae Evangelii secundum Iohannem.",https://digi.vatlib.it/mss/detail/Chig.C.IV.112,https://digi.vatlib.it/view/MSS_Chig.C.IV.112,9.5
Chig.L.V.176,testo mutilo,8.0,General Data,1) Miscellanea di testi danteschi e petrarcheschi: il canone autografo di Giovanni Boccaccio. sec. XIV med.,https://digi.vatlib.it/mss/detail/Chig.L.V.176,https://digi.vatlib.it/view/MSS_Chig.L.V.176,9.5
Chig.Q.IV.36,testo mutilo,8.0,General Data,"1) 3r-4r: Bani, Cosimo, n. c. 1650",https://digi.vatlib.it/mss/detail/Chig.Q.IV.36,https://digi.vatlib.it/view/MSS_Chig.Q.IV.36,9.5
Chig.Q.IV.37,testo mutilo,8.0,General Data,"1) 21r-24r: Gasparini, Francesco, 1661-1727",https://digi.vatlib.it/mss/detail/Chig.Q.IV.37,https://digi.vatlib.it/view/MSS_Chig.Q.IV.37,9.5
Chig.Q.IV.38,testo mutilo,8.0,General Data,"1) 27r-34r: Masini, Antonio, m. 1678 2) 93r-96r: Pasquini, Bernardo, 1637-1710",https://digi.vatlib.it/mss/detail/Chig.Q.IV.38,https://digi.vatlib.it/view/MSS_Chig.Q.IV.38,9.5
Chig.Q.IV.39,testo mutilo,8.0,General Data,"1) 15r-18r: Perti, Giacomo Antonio, 1661-1756 2) 81r-84r: Perti, Giacomo Antonio, 1661-1756",https://digi.vatlib.it/mss/detail/Chig.Q.IV.39,https://digi.vatlib.it/view/MSS_Chig.Q.IV.39,9.5
Chig.Q.IV.45,testo mutilo,8.0,General Data,"1) Arie, ariette, canti e madrigali di Alessandro Scarlatti. sec. XVII 2) 39r-42v: 3) 43r-44v:",https://digi.vatlib.it/mss/detail/Chig.Q.IV.45,https://digi.vatlib.it/view/MSS_Chig.Q.IV.45,9.5
Chig.Q.IV.49,testo mutilo,8.0,General Data,1) 17r-20r: 2) 21r-22r:,https://digi.vatlib.it/mss/detail/Chig.Q.IV.49,https://digi.vatlib.it/view/MSS_Chig.Q.IV.49,9.5
Chig.Q.VI.80,testo mutilo,8.0,General Data,Low Quality 1) 33v-34r:,https://digi.vatlib.it/mss/detail/Chig.Q.VI.80,https://digi.vatlib.it/view/MSS_Chig.Q.VI.80,9.5
Chig.Q.VIII.202,testo mutilo,8.0,General Data,"1) 588r: Rossini, Gioacchino, 1792-1868 Edoardo e Cristina.",https://digi.vatlib.it/mss/detail/Chig.Q.VIII.202,https://digi.vatlib.it/view/MSS_Chig.Q.VIII.202,9.5
Chig.R.VI.44,testo mutilo,8.0,General Data,1) 201r-244v: Evangelium secundum Iohannem.,https://digi.vatlib.it/mss/detail/Chig.R.VI.44,https://digi.vatlib.it/view/MSS_Chig.R.VI.44,9.5
Ott.lat.94,testo mutilo,8.0,General Data,"1) 193v-207v: Liber imperfectus, 36 homiliis constans, per anni circulum, a Dominica I Adventus, ad Dominicam 2 post Pascha.",https://digi.vatlib.it/mss/detail/Ott.lat.94,https://digi.vatlib.it/view/MSS_Ott.lat.94,9.5
Ott.lat.800,testo mutilo,8.0,General Data,"1) 253r-v: Paulus de Liazariis, m. 1356. Opere spurie e dubbie Quaestio Pauli [de Liazariis ?].",https://digi.vatlib.it/mss/detail/Ott.lat.800,https://digi.vatlib.it/view/MSS_Ott.lat.800,9.5
Ott.lat.1710,testo mutilo,8.0,General Data,"1) 115v-135r: Cicero, Marcus Tullius, 106-43 a.C. Pro Sestio oratio.",https://digi.vatlib.it/mss/detail/Ott.lat.1710,https://digi.vatlib.it/view/MSS_Ott.lat.1710,9.5
Ott.lat.2358,testo mutilo,8.0,General Data,"1) Dante Alighieri, Divina Commedia, con commento di Iacopo Della Lana. sec. XIV med.",https://digi.vatlib.it/mss/detail/Ott.lat.2358,https://digi.vatlib.it/view/MSS_Ott.lat.2358,9.5
Ott.lat.2849,testo mutilo,8.0,General Data,"1) 79v-80v: Petrarca, Francesco, 1304-1374 Epistula ad Iohannem de Columna, podagram familiarem esse divitibus. X Kal. Iulias.",https://digi.vatlib.it/mss/detail/Ott.lat.2849,https://digi.vatlib.it/view/MSS_Ott.lat.2849,9.5
Ott.lat.2885,testo mutilo,8.0,General Data,"1) 1r-55v: Iuvenalis, Decimus Iunius, sec. I-II Satirae lib. III-V",https://digi.vatlib.it/mss/detail/Ott.lat.2885,https://digi.vatlib.it/view/MSS_Ott.lat.2885,9.5
Pal.lat.430,testo mutilo,8.0,General Data,"1) 41r-42v: Augustinus, s., vesc. d'Ippona, 354-430 In Iohannis Evangelium tractatus 51 2) 125r-v: Augustinus, s., vesc. d'Ippona, 354-430 Sermo 93",https://digi.vatlib.it/mss/detail/Pal.lat.430,https://digi.vatlib.it/view/MSS_Pal.lat.430,9.5
Pal.lat.634,testo mutilo,8.0,General Data,1) 4r-221v: Papi (1227-1241 : Gregorius IX) Decretales Gregorii IX (lib. I-V) cum glossa ordinaria Bernardi Parmensis de Botone.,https://digi.vatlib.it/mss/detail/Pal.lat.634,https://digi.vatlib.it/view/MSS_Pal.lat.634,9.5
Pal.lat.638,testo mutilo,8.0,General Data,1) 2r-80v: Papi (1294-1303 : Bonifacius VIII) Decretales Bonifacii VIII.,https://digi.vatlib.it/mss/detail/Pal.lat.638,https://digi.vatlib.it/view/MSS_Pal.lat.638,9.5
Pal.lat.762,testo mutilo,8.0,General Data,"1) 225r-v: Accursius, Franciscus, padre, c. 1182-1263 Glossa ordinaria ad Codicem Iust[iniani] 6,11,2 - 6,20,1 a ver[bo] l. [Doceri potest] usque ad ver[bum] l. Non oportere",https://digi.vatlib.it/mss/detail/Pal.lat.762,https://digi.vatlib.it/view/MSS_Pal.lat.762,9.5
Pal.lat.888,testo mutilo,8.0,General Data,1) 50r: Fragmentum orationis cuiusdam in qua mentio fit de Marco Dandolo praetore et Laurentio Bragadino praeside.,https://digi.vatlib.it/mss/detail/Pal.lat.888,https://digi.vatlib.it/view/MSS_Pal.lat.888,9.5
Pal.lat.1464,testo mutilo,8.0,General Data,1) 168r: De nominibus patronymicis pauca.,https://digi.vatlib.it/mss/detail/Pal.lat.1464,https://digi.vatlib.it/view/MSS_Pal.lat.1464,9.5
Pal.lat.1465,testo mutilo,8.0,General Data,"1) 199r-200v: Cicero, Marcus Tullius, 106-43 a.C. Partitiones oratoriae.",https://digi.vatlib.it/mss/detail/Pal.lat.1465,https://digi.vatlib.it/view/MSS_Pal.lat.1465,9.5
Pal.lat.1476,testo mutilo,8.0,General Data,"1) 95r-101r: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1476,https://digi.vatlib.it/view/MSS_Pal.lat.1476,9.5
Pal.lat.1477,testo mutilo,8.0,General Data,"1) 64r-84r: Cicero, Marcus Tullius, 106-43 a.C. Pro Cluentio Habito oratio. 2) 132r-133r: Cicero, Marcus Tullius, 106-43 a.C. Opere spurie e dubbie Oratio pridie quam in exilium iret.",https://digi.vatlib.it/mss/detail/Pal.lat.1477,https://digi.vatlib.it/view/MSS_Pal.lat.1477,8.0
Pal.lat.1478,testo mutilo,8.0,General Data,"1) 72v-79v: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1478,https://digi.vatlib.it/view/MSS_Pal.lat.1478,9.5
Pal.lat.1480,testo mutilo,8.0,General Data,"1) 82r-94v: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1480,https://digi.vatlib.it/view/MSS_Pal.lat.1480,9.5
Pal.lat.1481,testo mutilo,8.0,General Data,"1) IIr(1): Sententia condemnationis Tarvisii pronuntiata in Raymundum filium Petri de Ursis de Lonado (?), districtus Brixiae accusatum a Manfredo de contrada S. Pancratii percussisse et occidisse Picinum Bocardinum de Brixia. 2) 47r-60v: Cicero, Marcus Tullius, 106-43 a.C. Pro Cluentio Habito oratio. 3) 97r-109r: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1481,https://digi.vatlib.it/view/MSS_Pal.lat.1481,8.0
Pal.lat.1482,testo mutilo,8.0,General Data,"1) 181r-191v: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1482,https://digi.vatlib.it/view/MSS_Pal.lat.1482,9.5
Pal.lat.1485,testo mutilo,8.0,General Data,"1) 46v-50r: Cicero, Marcus Tullius, 106-43 a.C. Pro Cluentio Habito oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1485,https://digi.vatlib.it/view/MSS_Pal.lat.1485,9.5
Pal.lat.1488,testo mutilo,8.0,General Data,1) 107v(2): Sonetto incompleto di anonimo.,https://digi.vatlib.it/mss/detail/Pal.lat.1488,https://digi.vatlib.it/view/MSS_Pal.lat.1488,9.5
Pal.lat.1490,testo mutilo,8.0,General Data,"1) 102r-108v: Cicero, Marcus Tullius, 106-43 a.C. Pro Cornelio Sulla oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1490,https://digi.vatlib.it/view/MSS_Pal.lat.1490,9.5
Pal.lat.1493,testo mutilo,8.0,General Data,"1) 35r-41r: Cicero, Marcus Tullius, 106-43 a.C. Post reditum oratio I. <In senatu>",https://digi.vatlib.it/mss/detail/Pal.lat.1493,https://digi.vatlib.it/view/MSS_Pal.lat.1493,9.5
Pal.lat.1513,testo mutilo,8.0,General Data,"1) 1v-44r: Cicero, Marcus Tullius, 106-43 a.C. De finibus bonorum et malorum",https://digi.vatlib.it/mss/detail/Pal.lat.1513,https://digi.vatlib.it/view/MSS_Pal.lat.1513,9.5
Pal.lat.1517,testo mutilo,8.0,General Data,"1) 96r-195v: Cicero, Marcus Tullius, 106-43 a.C. Cato Maior de senectute.",https://digi.vatlib.it/mss/detail/Pal.lat.1517,https://digi.vatlib.it/view/MSS_Pal.lat.1517,9.5
Pal.lat.1521,testo mutilo,8.0,General Data,"1) 1r-34r: Cicero, Marcus Tullius, 106-43 a.C. De legibus.",https://digi.vatlib.it/mss/detail/Pal.lat.1521,https://digi.vatlib.it/view/MSS_Pal.lat.1521,9.5
Pal.lat.1525,testo mutilo,8.0,General Data,"1) 319v-323r: Cicero, Marcus Tullius, 106-43 a.C. Pro Cornelio Sulla oratio.",https://digi.vatlib.it/mss/detail/Pal.lat.1525,https://digi.vatlib.it/view/MSS_Pal.lat.1525,9.5
