shelfmark,aggregate_score,signal_count,signals,non_bibliographic_hits,detail_url,viewer_url,best_snippet
Urb.lat.490,9.5,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Urb.lat.490,https://digi.vatlib.it/view/MSS_Urb.lat.490,"1) 56r-271r: Urbani, Urbano, sec. XVI Il Feltresco."
Barb.lat.4138,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Barb.lat.4138,https://digi.vatlib.it/view/MSS_Barb.lat.4138,"1) 1r-4r: Bononcini, Giovanni, 1670-1747"
Barb.lat.4139,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Barb.lat.4139,https://digi.vatlib.it/view/MSS_Barb.lat.4139,"1) 113r-114v: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie"
Barb.lat.4175,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Barb.lat.4175,https://digi.vatlib.it/view/MSS_Barb.lat.4175,"1) 81v-85r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie"
Barb.lat.4220,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Barb.lat.4220,https://digi.vatlib.it/view/MSS_Barb.lat.4220,"1) 59r-60v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie"
Barb.lat.4374,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Barb.lat.4374,https://digi.vatlib.it/view/MSS_Barb.lat.4374,"1) 79v-82r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie"
Capp.Giulia.XII.4,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Capp.Giulia.XII.4,https://digi.vatlib.it/view/MSS_Capp.Giulia.XII.4,"1) 3v-6r: Sermisy, Claudin de, c. 1490-1562. Opere spurie e dubbie Aspice domine quia facta est"
Reg.lat.768,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Reg.lat.768,https://digi.vatlib.it/view/MSS_Reg.lat.768,"1) 36r-62r: Manetti, Giannozzo, 1396-1459 Iannotii Manetti Florentini praefatio in vita Dantis et Francisci Petrarche et Iohannis Bocacii Florentini feliciter incipit."
Reg.lat.1108,9.5,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Reg.lat.1108,https://digi.vatlib.it/view/MSS_Reg.lat.1108,"1) 1v: Sonetto ""Sempre si dice ch'un""."
Cappon.51,9.5,1,lettera inedita,1,https://digi.vatlib.it/mss/detail/Cappon.51,https://digi.vatlib.it/view/MSS_Cappon.51,"1) <Cicerone, De officiis traduzione in volgare> Sec. XV"
Cappon.283.pt.1,9.5,1,lettera inedita,1,https://digi.vatlib.it/mss/detail/Cappon.283.pt.1,https://digi.vatlib.it/view/MSS_Cappon.283.pt.1,"1) 117r-118r: Bruni, Filippo, Sch.P. (d.S.P.) f. 1745-1763 < Lettera di Filippo Bruni con notizie su un manoscritto con un inedito di Cecco di Ascoli>"
Urb.lat.325,9.5,1,lettera inedita,1,https://digi.vatlib.it/mss/detail/Urb.lat.325,https://digi.vatlib.it/view/MSS_Urb.lat.325,"1) 168v, 247v-248r: Campano, Giovanni Antonio, vesc. di Teramo, 1429-1477 Campani [Iohannis Antonii epistulae (2)] Andreae Lucentino [an Andreas Graccus Lucanus?]"
Barb.lat.5351,8.0,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Barb.lat.5351,https://digi.vatlib.it/view/MSS_Barb.lat.5351,Low Quality 1) 108r-112v: Replica alla risposta ch'il Re di Francia [Luigi XIII] ha fatta a 30 di Marzo 1628 alla Lettera di S.M.C. [Ferdinando II] scrittagli a 15 di Gennaro del med(esi)mo Anno
Pal.lat.1477,8.0,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Pal.lat.1477,https://digi.vatlib.it/view/MSS_Pal.lat.1477,"1) 64r-84r: Cicero, Marcus Tullius, 106-43 a.C. Pro Cluentio Habito oratio. 2) 132r-133r: Cicero, Marcus Tullius, 106-43 a.C. Opere spurie e dubbie Oratio pridie quam in exilium iret."
Pal.lat.1481,8.0,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Pal.lat.1481,https://digi.vatlib.it/view/MSS_Pal.lat.1481,"1) IIr(1): Sententia condemnationis Tarvisii pronuntiata in Raymundum filium Petri de Ursis de Lonado (?), districtus Brixiae accusatum a Manfredo de contrada S. Pancratii percussisse et occidisse Picinum Bocardinum de Brixia. 2) 47r-60v: Cicero, Marcus Tullius, 106-43 a.C. Pro Cluentio Habito oratio. 3) 97r-109r: Cicero, Marcus Tullius, 106-43 a.C. Pro Caelio oratio."
Reg.lat.980,8.0,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Reg.lat.980,https://digi.vatlib.it/view/MSS_Reg.lat.980,"1) 11r-12v: Raccolta di testi agiografici 2) 14r-v: Regni divisio (a. 831) 3) 31v-34v: Concilium Suessionense (a. 853). Verbali 4) 35r-37v: Capitula Pistensia (a. 862) 5) 38v: Priscianus Caesariensis, sec. V-VI Iuliano p.c. ac patricio Priscianus Cesariensis grammaticus cum omnis eloquentiae doctrinam 6) 39vA-B: Incipiunt sermones sancti [...] de omnibus sanctis Dei"
Reg.lat.991,8.0,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Reg.lat.991,https://digi.vatlib.it/view/MSS_Reg.lat.991,1) 52r-66v: Incipit lex Alamannorum quae temporibus Hlodharii regis una cum principibus suis id sunt XXX tribus episcopis et XXXIIII ducibus et LXX duobus comitibus vel cetero populo constituta est
Reg.lat.1004,8.0,1,testo mutilo,1,https://digi.vatlib.it/mss/detail/Reg.lat.1004,https://digi.vatlib.it/view/MSS_Reg.lat.1004,"1) 45v-48v: De quatuor humoribus corporis humani. 2) 63v: Galenus, Claudius, 129-199 Epistula de febribus. 3) 99r-v: De passionibus. 4) 100r-107v: Plinius Secundus, Iunior, sec. IV De re medica."
Vat.lat.565,8.0,1,attribuzione dubbia,1,https://digi.vatlib.it/mss/detail/Vat.lat.565,https://digi.vatlib.it/view/MSS_Vat.lat.565,"1) 1v(1): Salutati, Coluccio, 1331-1406 Opere spurie e dubbie De ratione puntandi secundum magistrum Iacobum Alpoleum de Urbesilia in forma epistole ad doctorem que<n>dam Sa<lu>tatum"
Vat.lat.3195,7.0,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.3195,https://digi.vatlib.it/view/MSS_Vat.lat.3195,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987"
Chig.I.VI.205,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Chig.I.VI.205,https://digi.vatlib.it/view/MSS_Chig.I.VI.205,"Bibliographic References: 1) Carloni, Rossella Le tombe degli Annibaldi in una lettera inedita del Seicento, In Arte medievale 1983"
Reg.lat.1527,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Reg.lat.1527,https://digi.vatlib.it/view/MSS_Reg.lat.1527,"Bibliographic References: 1) Monti Sabia, Liliana Una lettera inedita di Giovanni Pontano, In Italia medioevale e umanistica 1986"
Vat.gr.1019,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1019,https://digi.vatlib.it/view/MSS_Vat.gr.1019,"Bibliographic References: 1) Moscheo, Rosario Matematica, filologia e codici in una lettera inedita della fine del XVI secolo, In Helikon 1993"
Vat.gr.1295,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1295,https://digi.vatlib.it/view/MSS_Vat.gr.1295,"Low Quality Bibliographic References: 1) Moscheo, Rosario Matematica, filologia e codici in una lettera inedita della fine del XVI secolo, In Helikon 1993"
Vat.lat.2548,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.2548,https://digi.vatlib.it/view/MSS_Vat.lat.2548,"Bibliographic References: 1) Carloni, Rossella Le tombe degli Annibaldi in una lettera inedita del Seicento, In Arte medievale 1983"
Vat.lat.2840,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.2840,https://digi.vatlib.it/view/MSS_Vat.lat.2840,"Bibliographic References: 1) Monti Sabia, Liliana Una lettera inedita di Giovanni Pontano, In Italia medioevale e umanistica 1986"
Vat.lat.2842,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.2842,https://digi.vatlib.it/view/MSS_Vat.lat.2842,"Bibliographic References: 1) Monti Sabia, Liliana Una lettera inedita di Giovanni Pontano, In Italia medioevale e umanistica 1986"
Vat.lat.3435,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3435,https://digi.vatlib.it/view/MSS_Vat.lat.3435,"Bibliographic References: 1) Righi, Roberto Una lettera inedita attribuibile al Bembo e un indizio per il suo epistolario, In Studi e problemi di critica testuale 2001"
Vat.lat.4037.pt.1,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.4037.pt.1,https://digi.vatlib.it/view/MSS_Vat.lat.4037.pt.1,"Bibliographic References: 1) Lauletta, Mario Una lettera inedita di Niccolò Perotti a Paolo II, In Studi umanistici piceni 1995"
Vat.lat.4037.pt.2,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.4037.pt.2,https://digi.vatlib.it/view/MSS_Vat.lat.4037.pt.2,"Bibliographic References: 1) Lauletta, Mario Una lettera inedita di Niccolò Perotti a Paolo II, In Studi umanistici piceni 1995"
Vat.lat.5967,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.5967,https://digi.vatlib.it/view/MSS_Vat.lat.5967,"Low Quality Bibliographic References: 1) Righi, Roberto Una lettera inedita attribuibile al Bembo e un indizio per il suo epistolario, In Studi e problemi di critica testuale 2001"
Vat.lat.6737,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6737,https://digi.vatlib.it/view/MSS_Vat.lat.6737,"Bibliographic References: 1) Lauletta, Mario Una lettera inedita di Niccolò Perotti a Paolo II, In Studi umanistici piceni 1995"
Vat.lat.8090,5.9,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.8090,https://digi.vatlib.it/view/MSS_Vat.lat.8090,"Bibliographic References: 1) Lauletta, Mario Una lettera inedita di Niccolò Perotti a Paolo II, In Studi umanistici piceni 1995"
Cappon.107.pt.1,5.5,1,Machiavelli autografo,0,https://digi.vatlib.it/mss/detail/Cappon.107.pt.1,https://digi.vatlib.it/view/MSS_Cappon.107.pt.1,"Low Quality Bibliographic References: 1) Marchand, Jean-Jacques L' autografo del «Consulto per l'elezione del capitano delle fanterie» di Niccolò Machiavelli , In Bibliofilia. Rivista di storia del libro e di bibliografia"
Cappon.107.pt.2,5.5,1,Machiavelli autografo,0,https://digi.vatlib.it/mss/detail/Cappon.107.pt.2,https://digi.vatlib.it/view/MSS_Cappon.107.pt.2,"Bibliographic References: 1) Marchand, Jean-Jacques L' autografo del «Consulto per l'elezione del capitano delle fanterie» di Niccolò Machiavelli , In Bibliofilia. Rivista di storia del libro e di bibliografia"
Arch.Cap.S.Pietro.H.2,5.5,1,Dante inedito,0,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.H.2,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.H.2,"Bibliographic References: 1) Balboni, Dante , sac., 1917-2004 La Cattedra lignea di S. Pietro in Vaticano. La «cattedra di S. Pietro» in un testo inedito di Giacomo Grimaldi, In Memorie della Pontificia Accademia Romana di Archeologia 1971"
Vat.lat.3536,5.5,1,Dante inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.3536,https://digi.vatlib.it/view/MSS_Vat.lat.3536,"Bibliographic References: 1) Balboni, Dante , sac., 1917-2004 La Cattedra lignea di S. Pietro in Vaticano. La «cattedra di S. Pietro» in un testo inedito di Giacomo Grimaldi, In Memorie della Pontificia Accademia Romana di Archeologia 1971"
Vat.lat.5747,5.5,1,Dante inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.5747,https://digi.vatlib.it/view/MSS_Vat.lat.5747,"Bibliographic References: 1) Balboni, Dante , sac., 1917-2004 La Cattedra lignea di S. Pietro in Vaticano. La «cattedra di S. Pietro» in un testo inedito di Giacomo Grimaldi, In Memorie della Pontificia Accademia Romana di Archeologia 1971"
Ott.lat.1554,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Ott.lat.1554,https://digi.vatlib.it/view/MSS_Ott.lat.1554,"Low Quality Bibliographic References: 1) Villar, Milagros El texto inédito de una epístola de Petrarca dirigida a Philippe de Cabassole, In Petrarca , Verona e l’Europa, Atti del Convegno internazionale di studi (Verona, 19-23 sett. 1991), 1997"
Pal.lat.1730,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Pal.lat.1730,https://digi.vatlib.it/view/MSS_Pal.lat.1730,"Bibliographic References: 1) Villar, Milagros El texto inédito de una epístola de Petrarca dirigida a Philippe de Cabassole, In Petrarca , Verona e l’Europa, Atti del Convegno internazionale di studi (Verona, 19-23 sett. 1991), 1997"
Urb.lat.1030,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Urb.lat.1030,https://digi.vatlib.it/view/MSS_Urb.lat.1030,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.3197,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.3197,https://digi.vatlib.it/view/MSS_Vat.lat.3197,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.3210,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.3210,https://digi.vatlib.it/view/MSS_Vat.lat.3210,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.3214,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.3214,https://digi.vatlib.it/view/MSS_Vat.lat.3214,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.3217,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.3217,https://digi.vatlib.it/view/MSS_Vat.lat.3217,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.4104,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.4104,https://digi.vatlib.it/view/MSS_Vat.lat.4104,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.4820,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.4820,https://digi.vatlib.it/view/MSS_Vat.lat.4820,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Vat.lat.5232,5.5,1,Petrarca inedito,0,https://digi.vatlib.it/mss/detail/Vat.lat.5232,https://digi.vatlib.it/view/MSS_Vat.lat.5232,"Bibliographic References: 1) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Cultura neolatina 1987 2) Bologna, Corrado Giulio Camillo, il canzoniere provenzale N2 e un inedito commento al Petrarca , In Miscellanea di studi in onore di Aurelio Roncaglia a cinquant'anni dalla sua laurea, I, 1989"
Ferr.827,5.5,1,frammento sconosciuto,0,https://digi.vatlib.it/mss/detail/Ferr.827,https://digi.vatlib.it/view/MSS_Ferr.827,"Low Quality Bibliographic References: 1) Faini, Marco Un frammento manoscritto delle Rime di Sannazaro e un esemplare sconosciuto della prima ristampa dell’Arcadia, In Bibliofilia. Rivista di storia del libro e di bibliografia 2009"
Ott.lat.2151,5.5,1,frammento sconosciuto,0,https://digi.vatlib.it/mss/detail/Ott.lat.2151,https://digi.vatlib.it/view/MSS_Ott.lat.2151,"Bibliographic References: 1) Cursi, Marco, 1966- Boccaccio alla Sapienza: un frammento sconosciuto del ‘Filocolo’ (e alcune novità intorno ad Andrea Lancia), In Critica del testo 2007"
Ross.936,5.5,1,frammento sconosciuto,0,https://digi.vatlib.it/mss/detail/Ross.936,https://digi.vatlib.it/view/MSS_Ross.936,"Bibliographic References: 1) Cursi, Marco, 1966- Boccaccio alla Sapienza: un frammento sconosciuto del ‘Filocolo’ (e alcune novità intorno ad Andrea Lancia), In Critica del testo 2007"
Vat.lat.4813,5.5,1,frammento sconosciuto,0,https://digi.vatlib.it/mss/detail/Vat.lat.4813,https://digi.vatlib.it/view/MSS_Vat.lat.4813,"Bibliographic References: 1) Cursi, Marco, 1966- Boccaccio alla Sapienza: un frammento sconosciuto del ‘Filocolo’ (e alcune novità intorno ad Andrea Lancia), In Critica del testo 2007"
Barb.lat.878,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Barb.lat.878,https://digi.vatlib.it/view/MSS_Barb.lat.878,"Bibliographic References: 1) Mercati, Silvio Giuseppe, 1877-1963 Lettera inedita di Giovanni Argiropulo ad Andreolo Giustiniani, In Mélanges d'archéologie et d'histoire de l'École Française de Rome"
Cappon.164,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Cappon.164,https://digi.vatlib.it/view/MSS_Cappon.164,"Bibliographic References: 1) D'agostino, R. ""Cose di Garfignana"" e nozze medicee in una lunga lettera inedita di Alessandro Tassoni a Giuseppe Malatesta, In Filologia e critica 1981"
Ott.lat.1483,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Ott.lat.1483,https://digi.vatlib.it/view/MSS_Ott.lat.1483,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Pal.lat.1631,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Pal.lat.1631,https://digi.vatlib.it/view/MSS_Pal.lat.1631,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Reg.lat.964,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Reg.lat.964,https://digi.vatlib.it/view/MSS_Reg.lat.964,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX (Studi e testi, 484), 2014"
Reg.lat.1555,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Reg.lat.1555,https://digi.vatlib.it/view/MSS_Reg.lat.1555,"Bibliographic References: 1) Zaccaria, Vittorio Niccolò Leonardi, i suoi corrispondenti e una lettera inedita di Pier Paolo Vergerio, In Accademia Patavina di Scienze, lettere ed arti. Atti e memorie 1983"
Reg.lat.1964,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Reg.lat.1964,https://digi.vatlib.it/view/MSS_Reg.lat.1964,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Urb.lat.18,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.18,https://digi.vatlib.it/view/MSS_Urb.lat.18,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.263,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.263,https://digi.vatlib.it/view/MSS_Urb.lat.263,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.309,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.309,https://digi.vatlib.it/view/MSS_Urb.lat.309,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.431,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.431,https://digi.vatlib.it/view/MSS_Urb.lat.431,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.441,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.441,https://digi.vatlib.it/view/MSS_Urb.lat.441,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.491,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.491,https://digi.vatlib.it/view/MSS_Urb.lat.491,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.699,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.699,https://digi.vatlib.it/view/MSS_Urb.lat.699,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.916,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.916,https://digi.vatlib.it/view/MSS_Urb.lat.916,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.1139,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.1139,https://digi.vatlib.it/view/MSS_Urb.lat.1139,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.1157,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.1157,https://digi.vatlib.it/view/MSS_Urb.lat.1157,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.1198,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.1198,https://digi.vatlib.it/view/MSS_Urb.lat.1198,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.1328,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.1328,https://digi.vatlib.it/view/MSS_Urb.lat.1328,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.1355,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.1355,https://digi.vatlib.it/view/MSS_Urb.lat.1355,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Urb.lat.1356,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Urb.lat.1356,https://digi.vatlib.it/view/MSS_Urb.lat.1356,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Vat.gr.1,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1,https://digi.vatlib.it/view/MSS_Vat.gr.1,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.gr.305,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.305,https://digi.vatlib.it/view/MSS_Vat.gr.305,"Low Quality Bibliographic References: 1) Ferreri, Luigi, 1972- Il codice vaticano utilizzato da Villoison nell’edizione dell’Iliade Veneta. Con una sua lettera inedita all’ambasciatore di Venezia Girolamo Zulian, In Miscellanea Bibliothecae Apostolicae Vaticanae IX, 2002"
Vat.gr.1038,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1038,https://digi.vatlib.it/view/MSS_Vat.gr.1038,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.gr.1209,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1209,https://digi.vatlib.it/view/MSS_Vat.gr.1209,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.gr.1288,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1288,https://digi.vatlib.it/view/MSS_Vat.gr.1288,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
