shelfmark,aggregate_score,signal_count,signals,non_bibliographic_hits,detail_url,viewer_url,best_snippet
Vat.gr.1321,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1321,https://digi.vatlib.it/view/MSS_Vat.gr.1321,"Low Quality Bibliographic References: 1) Ferreri, Luigi, 1972- Il codice vaticano utilizzato da Villoison nell’edizione dell’Iliade Veneta. Con una sua lettera inedita all’ambasciatore di Venezia Girolamo Zulian, In Miscellanea Bibliothecae Apostolicae Vaticanae IX, 2002"
Vat.gr.1406,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.1406,https://digi.vatlib.it/view/MSS_Vat.gr.1406,"Bibliographic References: 1) Livrea, Enrico Verso una nuova edizione di Trifiodoro. -I. Una lettera inedita di J.-F. Boissonade ed il «Parisinus Gr.» 2600, In Studi classici e orientali 1978"
Vat.gr.2193,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.gr.2193,https://digi.vatlib.it/view/MSS_Vat.gr.2193,"Low Quality Bibliographic References: 1) Ferreri, Luigi, 1972- Il codice vaticano utilizzato da Villoison nell’edizione dell’Iliade Veneta. Con una sua lettera inedita all’ambasciatore di Venezia Girolamo Zulian, In Miscellanea Bibliothecae Apostolicae Vaticanae IX, 2002"
Vat.lat.829,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.829,https://digi.vatlib.it/view/MSS_Vat.lat.829,"Low Quality Bibliographic References: 1) Käppeli, Thomas, O.P., 1900-1984 Lettera inedita di Venturino da Bergamo a un canonico di s. Frideswide, Oxford (1332-4) In Archivum Fratrum Praedicatorum"
Vat.lat.1629,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.1629,https://digi.vatlib.it/view/MSS_Vat.lat.1629,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Vat.lat.1811,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.1811,https://digi.vatlib.it/view/MSS_Vat.lat.1811,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Vat.lat.1877,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.1877,https://digi.vatlib.it/view/MSS_Vat.lat.1877,"Low Quality Bibliographic References: 1) Campana, Augusto, 1906-1995 Una lettera inedita di Guarino Veronese e il Plutarco della bottega di Vespasiano, In Scritti, a cura di Rino Avesani, Michele Feo, Enzo Pruccoli, 2008 2) Campana, Augusto, 1906-1995 Una lettera inedita di Guarino Veronese e il Plutarco mediceo della bottega di Vespasiano, In Italia medioevale e umanistica"
Vat.lat.2226,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.2226,https://digi.vatlib.it/view/MSS_Vat.lat.2226,"Bibliographic References: 1) Zaccaria, Vittorio Niccolò Leonardi, i suoi corrispondenti e una lettera inedita di Pier Paolo Vergerio, In Accademia Patavina di Scienze, lettere ed arti. Atti e memorie 1983"
Vat.lat.3134,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3134,https://digi.vatlib.it/view/MSS_Vat.lat.3134,"Bibliographic References: 1) Campana, Augusto, 1906-1995 Lettera inedita di Giovanni Boccaccio a Donato Albanzani (1365), In Scritti, a cura di Rino Avesani, Michele Feo, Enzo Pruccoli, 2008."
Vat.lat.3144,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3144,https://digi.vatlib.it/view/MSS_Vat.lat.3144,"Bibliographic References: 1) Campana, Augusto, 1906-1995 Una lettera inedita di Guarino Veronese e il Plutarco mediceo della bottega di Vespasiano, In Italia medioevale e umanistica"
Vat.lat.3225,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3225,https://digi.vatlib.it/view/MSS_Vat.lat.3225,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.lat.3245,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3245,https://digi.vatlib.it/view/MSS_Vat.lat.3245,"Bibliographic References: 1) Michelini Tocci, Luigi, 1910-2000 Poggio Fiorentino e Federico di Montefeltro (con una lettera inedita di Iacopo di Poggio), In Miscellanea Augusto Campana II, 1981"
Vat.lat.3867,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3867,https://digi.vatlib.it/view/MSS_Vat.lat.3867,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.lat.3868,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.3868,https://digi.vatlib.it/view/MSS_Vat.lat.3868,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.lat.6899,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6899,https://digi.vatlib.it/view/MSS_Vat.lat.6899,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6901,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6901,https://digi.vatlib.it/view/MSS_Vat.lat.6901,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza 1980"
Vat.lat.6902,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6902,https://digi.vatlib.it/view/MSS_Vat.lat.6902,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6903,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6903,https://digi.vatlib.it/view/MSS_Vat.lat.6903,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6904,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6904,https://digi.vatlib.it/view/MSS_Vat.lat.6904,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6905,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6905,https://digi.vatlib.it/view/MSS_Vat.lat.6905,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6907,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6907,https://digi.vatlib.it/view/MSS_Vat.lat.6907,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6908,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6908,https://digi.vatlib.it/view/MSS_Vat.lat.6908,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6909,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6909,https://digi.vatlib.it/view/MSS_Vat.lat.6909,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6910,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6910,https://digi.vatlib.it/view/MSS_Vat.lat.6910,"Low Quality Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6911,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6911,https://digi.vatlib.it/view/MSS_Vat.lat.6911,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6912,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6912,https://digi.vatlib.it/view/MSS_Vat.lat.6912,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6913,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6913,https://digi.vatlib.it/view/MSS_Vat.lat.6913,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6914,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6914,https://digi.vatlib.it/view/MSS_Vat.lat.6914,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6918,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6918,https://digi.vatlib.it/view/MSS_Vat.lat.6918,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6919,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6919,https://digi.vatlib.it/view/MSS_Vat.lat.6919,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6920,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6920,https://digi.vatlib.it/view/MSS_Vat.lat.6920,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6921,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6921,https://digi.vatlib.it/view/MSS_Vat.lat.6921,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6926,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6926,https://digi.vatlib.it/view/MSS_Vat.lat.6926,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6931,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6931,https://digi.vatlib.it/view/MSS_Vat.lat.6931,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza"
Vat.lat.6932,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.6932,https://digi.vatlib.it/view/MSS_Vat.lat.6932,"Bibliographic References: 1) Baldini, Ugo, 1943- Una lettera inedita del Torricelli ed altre dei Gesuiti R. Prodanelli, J.C. Della Faille, A. Tacquet, P. Bourdin e F.M. Grimaldi, In Annali dell’Istituto e Museo di storia della scienza 1980"
Vat.lat.8940,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.8940,https://digi.vatlib.it/view/MSS_Vat.lat.8940,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.lat.9776,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.9776,https://digi.vatlib.it/view/MSS_Vat.lat.9776,"Bibliographic References: 1) Di Stefano Manzella, Ivan Francesco Morelli e le iscrizioni di Falerii Novi a proposito di una lettera inedita a Girolamo Amati, In Rendiconti della Accademia Nazionale dei Lincei. Classe di Scienze morali, storiche e filologiche 1978"
Vat.lat.9841,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.9841,https://digi.vatlib.it/view/MSS_Vat.lat.9841,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.lat.9842,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.9842,https://digi.vatlib.it/view/MSS_Vat.lat.9842,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.lat.14687,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.lat.14687,https://digi.vatlib.it/view/MSS_Vat.lat.14687,"Bibliographic References: 1) Vian, Paolo, 1957- Una lettera inedita di sant'Antonino di Firenze a Lorenzo da Ripafratta (10 novembre 1450) (Vat. lat. 14687), In Miscellanea Bibliothecae Apostolicae Vaticanae IV, 1990"
Vat.pers.61,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.pers.61,https://digi.vatlib.it/view/MSS_Vat.pers.61,"Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
Vat.sam.2,4.4,1,lettera inedita,0,https://digi.vatlib.it/mss/detail/Vat.sam.2,https://digi.vatlib.it/view/MSS_Vat.sam.2,"Low Quality Bibliographic References: 1) Vian, Paolo, 1957- Per la storia del Virgilio Romano. Una lettera inedita di Angelo Battaglini a Marino Marini (gennaio 1816), In Miscellanea Bibliothecae Apostolicae Vaticanae XX, 2014."
