shelfmark,aggregate_score,signal_count,signals,non_bibliographic_hits,detail_url,viewer_url,best_snippet
Borg.lat.481,20.5,3,anonimo; frammento; minuta,3,https://digi.vatlib.it/mss/detail/Borg.lat.481,https://digi.vatlib.it/view/MSS_Borg.lat.481,"Low Quality 1) 109r-111r: Falconieri, Ottavio, O.S.Hier., 1646-1676 Abiura del Peripatetismo fatta da mons. Falconieri et inviata all'Accademia della Crusca"
Borg.lat.565,20.5,3,anonimo; frammento; minuta,3,https://digi.vatlib.it/mss/detail/Borg.lat.565,https://digi.vatlib.it/view/MSS_Borg.lat.565,"Low Quality 1) 303r: Saint-Simon, Louis de Rouvroy, duc de, 1675-1755 Lettera al card. Filippo Antonio Gualtieri."
Vat.gr.1830,23.5,3,minuta; palinsesto; rescriptus,2,https://digi.vatlib.it/mss/detail/Vat.gr.1830,https://digi.vatlib.it/view/MSS_Vat.gr.1830,1) sec. XIV-XV
Chig.L.V.176,23.15,4,autografo; inedito; non identificato; postille,2,https://digi.vatlib.it/mss/detail/Chig.L.V.176,https://digi.vatlib.it/view/MSS_Chig.L.V.176,1) Miscellanea di testi danteschi e petrarcheschi: il ca non e autografo di Giovanni Boccaccio. sec. XIV med.
Borg.lat.482,21.35,3,frammento; inedita; minuta,2,https://digi.vatlib.it/mss/detail/Borg.lat.482,https://digi.vatlib.it/view/MSS_Borg.lat.482,"Low Quality 1) 535r-545r: Iona, Giovanni Battista, 1588-1668 Trattato sui punti ebraici o vocali."
Barb.gr.194,20.3,3,autografo; fragmentum; rasura,2,https://digi.vatlib.it/mss/detail/Barb.gr.194,https://digi.vatlib.it/view/MSS_Barb.gr.194,"1) 1r-34r: Iohannes Lydus, sec. VI ἐκ τῶν τοῦ Ἰωάννου τοῦ Φιλαδελφέως."
Cappon.280.pt.1,19.85,3,anonimo; inedita; inedito,2,https://digi.vatlib.it/mss/detail/Cappon.280.pt.1,https://digi.vatlib.it/view/MSS_Cappon.280.pt.1,"1) 99r-100v: Sigonio, Carlo, m. 1584 <Caroli Sigonii Mutiniensis opera omnia edita et inedita >"
Vat.lat.3110,19.0,2,anonymus; palinsesto,2,https://digi.vatlib.it/mss/detail/Vat.lat.3110,https://digi.vatlib.it/view/MSS_Vat.lat.3110,1) Miscellanea astronomica. sec. XIV ex
Barb.lat.116,18.0,2,fragmentum; non identificato,2,https://digi.vatlib.it/mss/detail/Barb.lat.116,https://digi.vatlib.it/view/MSS_Barb.lat.116,1) 1r:
Barb.gr.220,17.0,2,frammento; inedita,2,https://digi.vatlib.it/mss/detail/Barb.gr.220,https://digi.vatlib.it/view/MSS_Barb.gr.220,"1) 478r: Reiske, Johann Jakob, 1716-1774 Epistula Reiskii ad Bianconum petentis ut apographum codicis nostri sibi mittatur"
Barb.lat.4086,17.0,2,frammento; inedita,2,https://digi.vatlib.it/mss/detail/Barb.lat.4086,https://digi.vatlib.it/view/MSS_Barb.lat.4086,"1) 1r-6v: Livius, Titus, 59 a.C.-17 d.C. Ab Urbe condita (Livius, Titus, 59 a.C.-17 d.C.)"
Barb.lat.1405,17.0,2,fragmentum; inedita,2,https://digi.vatlib.it/mss/detail/Barb.lat.1405,https://digi.vatlib.it/view/MSS_Barb.lat.1405,"1) 2r-v: Ubaldi, Baldo degli, 1327?-1400 Repetitio ad l. 8 Et si post tres, D., 2, 11."
Cappon.51,17.0,2,inedita; inedito,2,https://digi.vatlib.it/mss/detail/Cappon.51,https://digi.vatlib.it/view/MSS_Cappon.51,"1) 1r-78v: Cicero, Marcus Tullius, 106-43 a.C. <De officiis, traduzione in volgare>"
Pal.lat.1488,17.0,2,anonimo; non identificato,2,https://digi.vatlib.it/mss/detail/Pal.lat.1488,https://digi.vatlib.it/view/MSS_Pal.lat.1488,1) 1r:
Reg.lat.856,17.0,2,anonimo; non identificato,2,https://digi.vatlib.it/mss/detail/Reg.lat.856,https://digi.vatlib.it/view/MSS_Reg.lat.856,"1) Bernhard Ebeling, De rerum et verborum significatione. sec. XV ex."
Chig.I.VII.251,16.85,3,autografo; fragmentum; inedita,2,https://digi.vatlib.it/mss/detail/Chig.I.VII.251,https://digi.vatlib.it/view/MSS_Chig.I.VII.251,"1) 97r-107r, 238v-239v: Pius PP. II, 1405-1464 Citatio Georgii Podiebrad regis Bohemiae 2) 201r-202r: Pius PP. II, 1405-1464 Fragmentum historicum de Venetis 3) 243r-254v: Pius PP. II, 1405-1464 Fragmentum historicum de rebus Venetis 4) 263r-264v: Pius PP. II, 1405-1464 Fragmentum historicum de Iohanne V comite de Armagnac"
Arch.Cap.S.Pietro.A.76,16.0,2,frammento; minuta,2,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.A.76,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.A.76,1) IIIr: < Frammento di minuta privata>
Barb.gr.278,16.0,2,anonymus; fragmentum,2,https://digi.vatlib.it/mss/detail/Barb.gr.278,https://digi.vatlib.it/view/MSS_Barb.gr.278,"1) 41r-v. 34r-40v: Athenaeus Naucratita, sec. III-II <Athenaei Naucratitae Dipnosophistarum> fragmentum libri XV"
Barb.lat.1862,16.0,2,anonimo; fragmentum,2,https://digi.vatlib.it/mss/detail/Barb.lat.1862,https://digi.vatlib.it/view/MSS_Barb.lat.1862,"Low Quality 1) 99v: Petrarca, Francesco, 1304-1374 Fragmentum epistulae ad I[acobum] de Columna Lombesiensis ep."
Capp.Sist.469,16.0,2,anonimo; inedito,2,https://digi.vatlib.it/mss/detail/Capp.Sist.469,https://digi.vatlib.it/view/MSS_Capp.Sist.469,"1) Giovanni Pierluigi da Palestrina, messa Papae Marcelli, in tre riduzioni di vari autori. sec. XIX"
Cappon.139,16.0,2,autografo; inedito,2,https://digi.vatlib.it/mss/detail/Cappon.139,https://digi.vatlib.it/view/MSS_Cappon.139,1) Aetna travolta Sec. XVI
Capp.Giulia.IV.16,16.0,2,autografo; rasura,2,https://digi.vatlib.it/mss/detail/Capp.Giulia.IV.16,https://digi.vatlib.it/view/MSS_Capp.Giulia.IV.16,"1) 1r-33v: Benevoli, Orazio, 1605-1672 Messa à 8 voci detta La Cristiniana. 2) 1r-70v: Benevoli, Orazio, 1605-1672 Messa à 9 voci detta Marsilia."
Reg.lat.344,16.0,2,minuta; rasura,2,https://digi.vatlib.it/mss/detail/Reg.lat.344,https://digi.vatlib.it/view/MSS_Reg.lat.344,1) Alani de Insulis Anticlaudianus et carminum medii aevi quaedam sylloga. sec. XIII
Vat.lat.1579,16.0,2,minuta; rasura,2,https://digi.vatlib.it/mss/detail/Vat.lat.1579,https://digi.vatlib.it/view/MSS_Vat.lat.1579,"1) Vergilius, Operae. sec. XV med."
Barb.lat.1407,15.5,2,fragmentum; inedita,2,https://digi.vatlib.it/mss/detail/Barb.lat.1407,https://digi.vatlib.it/view/MSS_Barb.lat.1407,"1) 29r-v: Ubaldi, Francesco degli, n. 1359. Opere spurie e dubbie Consilium de fideicommisso ad pias causas."
Borgh.237,15.5,2,fragmentum; rasura,2,https://digi.vatlib.it/mss/detail/Borgh.237,https://digi.vatlib.it/view/MSS_Borgh.237,1) 221v:
Barb.lat.3210,15.0,2,frammento; ignoto,2,https://digi.vatlib.it/mss/detail/Barb.lat.3210,https://digi.vatlib.it/view/MSS_Barb.lat.3210,"Low Quality 1) 250r-254r: Note su Tommaso Caracciolo, arciv. di Taranto. 2) 254r: Cagiano, Giovanni Antonio, C.R., f. 1609-1650 Lettera dedicatoria al card. Tommaso Caracciolo."
Barb.lat.64,15.0,2,fragmentum; marginalia,2,https://digi.vatlib.it/mss/detail/Barb.lat.64,https://digi.vatlib.it/view/MSS_Barb.lat.64,"1) Iv: Priscianus Caesariensis, sec. V-VI De littera ""I"" quaedam, partim ex Prisciani Caesariensis Institutionibus de arte grammatica, I, 18-19."
Barb.lat.157,15.0,2,anonimo; anonymus,2,https://digi.vatlib.it/mss/detail/Barb.lat.157,https://digi.vatlib.it/view/MSS_Barb.lat.157,1) 68v-79v: De rebus bellicis
Barb.lat.4139,15.0,2,anonimo; attribuzione,2,https://digi.vatlib.it/mss/detail/Barb.lat.4139,https://digi.vatlib.it/view/MSS_Barb.lat.4139,1) 101r-112r: Duetto da Il Mauritio.
Borg.lat.182,15.0,2,anonimo; autografo,2,https://digi.vatlib.it/mss/detail/Borg.lat.182,https://digi.vatlib.it/view/MSS_Borg.lat.182,Low Quality 1) 132v-133r: Sonetto di anonimo trascritto dal P. Placido Federici dal codice cassinese 502.
Cappon.274,15.0,2,anonimo; minuta,2,https://digi.vatlib.it/mss/detail/Cappon.274,https://digi.vatlib.it/view/MSS_Cappon.274,"1) 601r-604r: Notizie di anonimo sulla vita di Tommaso Porcacchi, mandate da Antonio Francesco Marmi con lettera da Firenze."
Pal.lat.1993,15.0,2,anonimo; autografo,2,https://digi.vatlib.it/mss/detail/Pal.lat.1993,https://digi.vatlib.it/view/MSS_Pal.lat.1993,"1) Opicinus de Canistris, sac., 1296-c. 1352 Diario di Opicino de Canistris. sec. XIV med."
Barb.lat.4220,15.0,2,attribuzione; bozza,2,https://digi.vatlib.it/mss/detail/Barb.lat.4220,https://digi.vatlib.it/view/MSS_Barb.lat.4220,"1) 59r-60v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie"
Urb.lat.2,15.0,2,marginalia; rasura,2,https://digi.vatlib.it/mss/detail/Urb.lat.2,https://digi.vatlib.it/view/MSS_Urb.lat.2,1) sec. XV ex.
Vat.ar.29,15.0,2,marginalia; rasura,2,https://digi.vatlib.it/mss/detail/Vat.ar.29,https://digi.vatlib.it/view/MSS_Vat.ar.29,1) Paléographie - Codicologie:
Barb.lat.4204,14.5,2,bozza; frammento,2,https://digi.vatlib.it/mss/detail/Barb.lat.4204,https://digi.vatlib.it/view/MSS_Barb.lat.4204,"1) 164v: Pasqualini, Marcantonio, 1614-1691"
Barb.lat.4702,14.5,2,anonimo; frammento,2,https://digi.vatlib.it/mss/detail/Barb.lat.4702,https://digi.vatlib.it/view/MSS_Barb.lat.4702,Low Quality 1) 66r-69v: Lettera di anonimo con notizie sul conclave da cui uscì eletto Clemente IX nel 1667.
Borg.lat.94,14.5,2,frammento; minuta,2,https://digi.vatlib.it/mss/detail/Borg.lat.94,https://digi.vatlib.it/view/MSS_Borg.lat.94,"Low Quality 1) 5v: Oliverius Plunkett, s., 1625-1681 Lettera a mons. Federico Baldeschi (?)."
Borg.lat.285,14.5,2,frammento; minuta,2,https://digi.vatlib.it/mss/detail/Borg.lat.285,https://digi.vatlib.it/view/MSS_Borg.lat.285,"Low Quality 1) 164r-165v: Borgia, Stefano, card., 1731-1804 Lettera al card. Ignazio Boncompagni Ludovisi, Segretario di stato."
Borg.lat.470,14.5,2,anonimo; frammento,2,https://digi.vatlib.it/mss/detail/Borg.lat.470,https://digi.vatlib.it/view/MSS_Borg.lat.470,Low Quality 1) 17r-18v: Frammento di opera intorno alla Gerarchia Ecclesiastica.
Capp.Giulia.VIII.30,14.5,2,autografo; rasura,2,https://digi.vatlib.it/mss/detail/Capp.Giulia.VIII.30,https://digi.vatlib.it/view/MSS_Capp.Giulia.VIII.30,"Low Quality 1) Niccolò Antonio Zingarelli, Diciassette composizioni vocali sacre. sec. XIX 2) 11r-14v: Zingarelli, Niccolò Antonio, 1752-1837 Prima Lamentazione del Giovedi Santo."
Barb.gr.548,14.0,2,anonimo; marginalia,2,https://digi.vatlib.it/mss/detail/Barb.gr.548,https://digi.vatlib.it/view/MSS_Barb.gr.548,1) sec. XVI med.
Chig.Q.V.72,14.0,2,anonimo; ignoto,2,https://digi.vatlib.it/mss/detail/Chig.Q.V.72,https://digi.vatlib.it/view/MSS_Chig.Q.V.72,"1) Amor, Cortesia, Bellezza, cantata di anonimo . sec. XVII"
Vat.ar.111,14.0,2,anonymus; marginalia,2,https://digi.vatlib.it/mss/detail/Vat.ar.111,https://digi.vatlib.it/view/MSS_Vat.ar.111,Low Quality 1) 160r-161v:
Barb.lat.4147,14.0,2,attribuzione; ignoto,2,https://digi.vatlib.it/mss/detail/Barb.lat.4147,https://digi.vatlib.it/view/MSS_Barb.lat.4147,"1) 66r-80v: Agostini, Paolo, c. 1583-1629"
Barb.lat.4162,14.0,2,attribuzione; ignoto,2,https://digi.vatlib.it/mss/detail/Barb.lat.4162,https://digi.vatlib.it/view/MSS_Barb.lat.4162,"1) 114rbis-114rter: Sabadini, Bernardo, sac., m. 1718. Opere spurie e dubbie"
Barb.lat.4229,13.5,2,anonimo; attribuzione,2,https://digi.vatlib.it/mss/detail/Barb.lat.4229,https://digi.vatlib.it/view/MSS_Barb.lat.4229,"1) 165r-166v: Bencini, Pietro Paolo, 1670-1755. Opere spurie e dubbie"
Chig.Q.VIII.178,13.5,2,anonimo; autografo,2,https://digi.vatlib.it/mss/detail/Chig.Q.VIII.178,https://digi.vatlib.it/view/MSS_Chig.Q.VIII.178,1) 5v-7r: Inno anonimo . 2) 44r-49r: Madrigale anonimo .
Ott.lat.1853.pt.2,13.5,2,anonimo; minuta,2,https://digi.vatlib.it/mss/detail/Ott.lat.1853.pt.2,https://digi.vatlib.it/view/MSS_Ott.lat.1853.pt.2,Low Quality 1) 320r-329v: Discorso nel quale si tratta se la mutazione d'un costume antico d'una città è utile o dannoso a quel governo.
Barb.lat.4175,13.5,2,attribuzione; bozza,2,https://digi.vatlib.it/mss/detail/Barb.lat.4175,https://digi.vatlib.it/view/MSS_Barb.lat.4175,"1) 143v-145r: Pasqualini, Marcantonio, 1614-1691"
Barb.lat.4201,13.5,2,attribuzione; bozza,2,https://digi.vatlib.it/mss/detail/Barb.lat.4201,https://digi.vatlib.it/view/MSS_Barb.lat.4201,"1) 20v-22r: Pasqualini, Marcantonio, 1614-1691"
Barb.lat.4205,13.5,2,attribuzione; bozza,2,https://digi.vatlib.it/mss/detail/Barb.lat.4205,https://digi.vatlib.it/view/MSS_Barb.lat.4205,"1) 168v-170v: Pasqualini, Marcantonio, 1614-1691"
Barb.lat.6487,13.5,2,autografo; minuta,2,https://digi.vatlib.it/mss/detail/Barb.lat.6487,https://digi.vatlib.it/view/MSS_Barb.lat.6487,"Low Quality 1) 110r-113r: Holstenius, Lucas, 1596-1661 Lettera a Giulio Rospigliosi, segretario di Stato, poi papa Clemente IX."
Reg.lat.2023,13.5,2,autografo; minuta,2,https://digi.vatlib.it/mss/detail/Reg.lat.2023,https://digi.vatlib.it/view/MSS_Reg.lat.2023,"Low Quality 1) 420r: Sirleto, Guglielmo, card., 1514-1585 Lettera a Pompilio Amaseo."
Borg.lat.480,13.0,2,frammento; minuta,2,https://digi.vatlib.it/mss/detail/Borg.lat.480,https://digi.vatlib.it/view/MSS_Borg.lat.480,"Low Quality 1) 225r-226v: Frammento di istrumento riguardante il Capitolo della chiesa di Fosse e la giurisdizione delle terre di Vaux (Vaux-sous-Chèvremont) e Borset in diocesi di Liegi. 2) 230r: Jang de Blannen, re di Boemia, 1296-1346 Epistula ad Clementem VI. 3) 237r: Papi (1534-1549 : Paulus III) Bulla de privilegiis neophitorum sive iudaeorum et infidelium ad catholicam fidem convertentium. 4) 238r: Papi (1555-1559 : Paulus IV) Bulla de legibus a iudaeis in statu ecclesiastico degentibus, observandis. 5) 305r: Frammento di scrittura riguardante il card. Michelangelo Tonti. 6) 306r: Romana donationis 7) 307r-v: Blasio, Baltasar de, f. 1679 Appellatio interposita [a Balthasare de Blasio] pro parte D. Antonii [Sanchez] Samaniego. 8) 307v: Muro González, Pedro, f. 1679 Attestato riguardante Antonio Sanchez Samaniego. 9) 309v: Paštrić, Ivan, sac., 1636-1708 Lettera al card. Paolo (?) Savelli. 10) 352r: Papi (1534-1549 : Paulus III) Bulla de privilegiis neophitorum sive iudaeorum et..."
Chig.Q.IV.4,12.5,2,anonimo; ignoto,2,https://digi.vatlib.it/mss/detail/Chig.Q.IV.4,https://digi.vatlib.it/view/MSS_Chig.Q.IV.4,1) 64r: Canto sacro anonimo .
Chig.Q.V.68,12.5,2,anonimo; ignoto,2,https://digi.vatlib.it/mss/detail/Chig.Q.V.68,https://digi.vatlib.it/view/MSS_Chig.Q.V.68,1) 6v-9r: Recitativo anonimo . 2) 66v-71r: Recitativo anonimo .
Chig.Q.V.69,12.5,2,anonimo; ignoto,2,https://digi.vatlib.it/mss/detail/Chig.Q.V.69,https://digi.vatlib.it/view/MSS_Chig.Q.V.69,1) 40v-44r: Dialogo anonimo .
Chig.Q.VIII.180,12.5,2,anonimo; ignoto,2,https://digi.vatlib.it/mss/detail/Chig.Q.VIII.180,https://digi.vatlib.it/view/MSS_Chig.Q.VIII.180,Low Quality 1) 10v-12r: Recitativo anonimo . 2) 19v-21r: Recitativo anonimo .
Urb.lat.1010,12.5,2,minuta; postille,2,https://digi.vatlib.it/mss/detail/Urb.lat.1010,https://digi.vatlib.it/view/MSS_Urb.lat.1010,"1) 1r-118v: Paltroni, Pier Antonio, f. 1463 Commentari della vita et gesti dell'illustrissimo Federico duca d'Urbino (Paltroni, Pier Antonio, f. 1463)"
Barb.gr.4,12.0,2,fragmentum; marginalia,2,https://digi.vatlib.it/mss/detail/Barb.gr.4,https://digi.vatlib.it/view/MSS_Barb.gr.4,"1) 20r: Euripides, 480-407 a.C. Euripidis Bellerophontis fragmentum 305. 2) 186av, 1r-3v: Theognis Megareus, sec. VI a.C. στίχοι Θεόγνιδος, i.e. Ἐλεγείων α´, 173-182, Σωκράτους fragmentum ."
Barb.lat.5351,11.0,2,anonimo; postille,2,https://digi.vatlib.it/mss/detail/Barb.lat.5351,https://digi.vatlib.it/view/MSS_Barb.lat.5351,"Low Quality 1) 20r-25r: Lettera di anonimo a Luigi XIII di Francia. 2) 86r-88v: Relazione di anonimo ad anonimo sulla fortezza di Malta. 3) 90r-97r: Tassoni, Alessandro, 1565-1635 Filippiche."
Ott.gr.85,21.55,4,cancellato; fragmentum; marginalia; palinsesto,1,https://digi.vatlib.it/mss/detail/Ott.gr.85,https://digi.vatlib.it/view/MSS_Ott.gr.85,"Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliothecae Apostolicae Vaticanae XIX (Studi e testi, 474), 2012"
Barb.lat.3953,18.65,3,attribuzione; inedito; rasura,1,https://digi.vatlib.it/mss/detail/Barb.lat.3953,https://digi.vatlib.it/view/MSS_Barb.lat.3953,"1) Raccolta antologica di lirica italiana delle origini, nota anche come Canzoniere di Nicolò de’ Rossi. sec. XIV med."
Arch.Cap.S.Pietro.G.51,16.3,2,autografo; palinsesto,1,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.51,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.51,"1) Nicolai Michaelis Bonaiuti, florentini, carmina et epistulae poeticae. Sec. XV"
Barb.gr.214,16.05,3,autografo; ignoto; rasura,1,https://digi.vatlib.it/mss/detail/Barb.gr.214,https://digi.vatlib.it/view/MSS_Barb.gr.214,1) sec. XV ex
Barb.gr.70,15.15,3,anonimo; inedito; marginalia,1,https://digi.vatlib.it/mss/detail/Barb.gr.70,https://digi.vatlib.it/view/MSS_Barb.gr.70,"1) sec. XI (ff. 6-9, min. mod., sec. XIV; ff. 149-155 sec. XII)"
Ott.lat.1307,13.85,2,inedita; inedito,1,https://digi.vatlib.it/mss/detail/Ott.lat.1307,https://digi.vatlib.it/view/MSS_Ott.lat.1307,"1) 1r-11r: Dinus de Mugello, 1254-c. 1300 Consiia 49."
Vat.gr.1871,13.25,2,ignoto; rescriptus,1,https://digi.vatlib.it/mss/detail/Vat.gr.1871,https://digi.vatlib.it/view/MSS_Vat.gr.1871,1) sec. XII
Borg.lat.144,12.85,2,autografo; inedita,1,https://digi.vatlib.it/mss/detail/Borg.lat.144,https://digi.vatlib.it/view/MSS_Borg.lat.144,"Low Quality 1) 113r-165r: Barsech, Basilio, sac., m. 1693 Annotazioni."
Vat.gr.1209,12.45,2,minuta; rescriptus,1,https://digi.vatlib.it/mss/detail/Vat.gr.1209,https://digi.vatlib.it/view/MSS_Vat.gr.1209,1) sec. IV
Barb.gr.336,12.35,2,fragmentum; frammento,1,https://digi.vatlib.it/mss/detail/Barb.gr.336,https://digi.vatlib.it/view/MSS_Barb.gr.336,1) 266r-279r: Fragmentum .
Cappon.227,12.35,2,frammento; inedito,1,https://digi.vatlib.it/mss/detail/Cappon.227,https://digi.vatlib.it/view/MSS_Cappon.227,1) 32v: < Frammento di poesia amorosa>.
Borgh.39,12.35,2,fragmentum; inedita,1,https://digi.vatlib.it/mss/detail/Borgh.39,https://digi.vatlib.it/view/MSS_Borgh.39,"1) 2r-13v: Tabula distinctionum de sermonibus eiusdem cod. Borgh. 153, secundum litterarum ordinem; pars prior."
Barb.gr.152,11.8,2,anonymus; fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.gr.152,https://digi.vatlib.it/view/MSS_Barb.gr.152,"1) sec. XV med vel ex, sec. XVI"
Barb.gr.164,11.8,2,anonymus; rasura,1,https://digi.vatlib.it/mss/detail/Barb.gr.164,https://digi.vatlib.it/view/MSS_Barb.gr.164,1) sec. XIII ex
Barb.gr.239,11.8,2,autografo; rasura,1,https://digi.vatlib.it/mss/detail/Barb.gr.239,https://digi.vatlib.it/view/MSS_Barb.gr.239,1) sec. XIV
Arch.Cap.S.Pietro.G.52,11.5,1,palinsesto,1,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.52,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.52,"1) Nicolai Michaelis Bonaiuti, liber sancatae Hierusalem, carmen heroicum, libri I-XII. Sec. XV"
Arch.Cap.S.Pietro.G.53,11.5,1,palinsesto,1,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.53,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.53,"1) Nicolai Michaelis Bonaiuti, liber sanctae basilicae, carmen heroicum, libri I-VI. Sec. XV"
Arch.Cap.S.Pietro.G.54,11.5,1,palinsesto,1,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.54,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.54,"1) Nicolai Michaelis Bonaiuti, liber in figura paradisi delitiarum de quatuor virtutibus cardinalibus (libri I-IV) et liber in figura sancti sepulcri (liber I-VI). Sec. XV"
Pal.lat.1520,11.5,1,palimpsestus,1,https://digi.vatlib.it/mss/detail/Pal.lat.1520,https://digi.vatlib.it/view/MSS_Pal.lat.1520,"1) 1r: 2) 2r-60r passim: Tractatus quidam astronomiae. 3) 37r-38v, 47v-48r: Tractatus medicinae quo Erasistrati et Asclepii mentio facta est."
Vat.lat.505,11.5,1,palimpsestus,1,https://digi.vatlib.it/mss/detail/Vat.lat.505,https://digi.vatlib.it/view/MSS_Vat.lat.505,"1) S. Augustini opera, Sec. XI ex."
Cappon.224,11.35,2,anonimo; inedito,1,https://digi.vatlib.it/mss/detail/Cappon.224,https://digi.vatlib.it/view/MSS_Cappon.224,"1) 121r: < Anonimo , Testa di putto> 2) 123r: < Anonimo , Testa di putto>"
Cappon.280.pt.2,11.35,2,anonimo; inedito,1,https://digi.vatlib.it/mss/detail/Cappon.280.pt.2,https://digi.vatlib.it/view/MSS_Cappon.280.pt.2,"1) f. 245r: Venuti, Filippo, sac., 1709-1769 <Lettera dell'Abate Filippo Venuti>"
Pal.lat.762,10.85,2,inedito; rasura,1,https://digi.vatlib.it/mss/detail/Pal.lat.762,https://digi.vatlib.it/view/MSS_Pal.lat.762,"1) 8r: Iustinianus I, imperatore d'Oriente, 482-565 Glossula ad Codicem Iust., lib. I-IX, cum glossa ordinaria Accursii. 2) 19r, 30r: Accursius, Franciscus, padre, c. 1182-1263 Glossulae ad Codicem Iustiniani, cum glossa ordinaria Accursii."
Ott.gr.305,10.8,2,anonymus; attribuzione,1,https://digi.vatlib.it/mss/detail/Ott.gr.305,https://digi.vatlib.it/view/MSS_Ott.gr.305,1) 1r-70r: ΕΥΣΕΒΙΟΥ τοῦ Παμφίλου εἰς τὸ ἄσμα τῶν ἀσματων ἐξήγησις
Chig.R.IV.11,10.5,1,rescriptus,1,https://digi.vatlib.it/mss/detail/Chig.R.IV.11,https://digi.vatlib.it/view/MSS_Chig.R.IV.11,Low Quality 1) sec. XIII in
Ott.gr.159.pt.1,10.5,1,rescriptus,1,https://digi.vatlib.it/mss/detail/Ott.gr.159.pt.1,https://digi.vatlib.it/view/MSS_Ott.gr.159.pt.1,1) 17r-25r: Λόγος περὶ φυλακῆς καρδίας· καὶ Νικηφόρου μονάζοντος
Reg.lat.478,10.5,1,rescriptus,1,https://digi.vatlib.it/mss/detail/Reg.lat.478,https://digi.vatlib.it/view/MSS_Reg.lat.478,1) Italica opuscula. sec. XV med.
Reg.lat.481,10.5,1,rescriptus,1,https://digi.vatlib.it/mss/detail/Reg.lat.481,https://digi.vatlib.it/view/MSS_Reg.lat.481,"1) Padelbronnensis sylloga, praesertim hagiographica. sec. XI-XII"
