shelfmark,aggregate_score,signal_count,signals,non_bibliographic_hits,detail_url,viewer_url,best_snippet
Barb.gr.85,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.gr.85,https://digi.vatlib.it/view/MSS_Barb.gr.85,"1) 270r-v: Fragmentum de Adami corpore Hierosolymis humato, De Hebraico sermone secundum Origenem, De arcae foederis amplitudine, Scientiarum et artium quarundam inventores. 2) 276r-v: Cassius Dio, c. 155-c. 235 ἐκ τοῦ λζ´ (οῦ supra lineam) τῶν Δίωνος Ῥωμαικῶν· περὶ τοῦ πῶς ἀνετέθησαν αἱ ἑπτὰ ἡμέραι τῆς ἑβδομάδης τοῖς ἑπτὰ πλανήταις. Καὶ τίνες οἱ ἀναθέντες"
Barb.gr.107,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.gr.107,https://digi.vatlib.it/view/MSS_Barb.gr.107,"1) p. 151-165: Dionysius Byzantius, sec. II Dicaearchi Messeni descriptio Graeciae ad Theophrastum eiusdem de vita Graeciae fragmentum , Δικαιάρχου Μεσσηνίου τῆς Ἑλλάδος ἀναγραφὴ πρὸς Θεόφραστον, Dicaearchi Messenii Graeciae descriptio ad Theophrastum. Eiusdem fragmenta quaedam, Δικαιάρχου Μεσσηνίου ἀναγραφὴ τῆς Ἑλλάδος πρὸς Θεόφραστον, Dicaearchi Messenii descriptio Graeciae ad Theophrastum. 2) p. 204-209: Dicaearchus Messanius, sec. IV/III a.C. Opere spurie e dubbie <Dicaearchi fragmentum 3>."
Barb.gr.154,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.gr.154,https://digi.vatlib.it/view/MSS_Barb.gr.154,"1) 39r-66v: Gaza, Theodorus, c. 1400-c. 1475 Θεοδώρου γραμματικῆς εἰσαγωγῆς, τῶν εἰς τεσσαρα τὸν πρῶτον (sic). 2) 68r-v: Gaza, Theodorus, c. 1400-c. 1475 πρώτη κλίσις τῶν ἰσοσυλλάβων ὀνομάτων ἀρσενικῶν. 3) 69r-76v: Chrysoloras, Emanuel,‏ 1390-1415 <Manuelis Chrysolorae erotematum> fragmentum . 4) 77r-87r: Chrysoloras, Emanuel,‏ 1390-1415 Grammaticae graecae italico sermone conscriptae fragmentum ."
Barb.gr.200,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.gr.200,https://digi.vatlib.it/view/MSS_Barb.gr.200,"1) 1r-84v: Arrianus, Flavius, c. 95-c. 175 Arriani de acie instruenda liber ex Graeco conversus a Luca Holstenio, Descriptio aciei quam Arrianus contra Alanos instruxit, Ars instruendi aciem, Ex observatione Gronovii, Militaria ex inscriptionibus."
Barb.lat.415,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.lat.415,https://digi.vatlib.it/view/MSS_Barb.lat.415,"1) 262r(1): Glossa Ordinaria in prophetas minores. 2) 262r-v: Glossa Ordinaria in Osee. 3) 262vB-263r: Glossa Ordinaria in Micheas. 4) 263rA: Glossa Ordinaria in Nahum. 5) 263v(1): Glossa Ordinaria in Sophoniam. 6) 263v-264r: Glossa Ordinaria in Zachariam. 7) 263vB(1): Hieronymus, s., 342/347-419 Biblia sacra latine. V. T., Aggaeus. Praefatio. 8) 263vB(2): Glossa Ordinaria in Zachariam. 9) 264r(1): Glossa Ordinaria in Malachiam. 10) 368vB: Fragmentum Canon Missae."
Barb.lat.574,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Barb.lat.574,https://digi.vatlib.it/view/MSS_Barb.lat.574,"1) 1rA (l. 36)-B (l. 16): Gregorius PP. I, Magnus, s., c. 540-604 Epistula IX, 147. 2) 1rA (ll. 2-35): Gregorius PP. I, Magnus, s., c. 540-604 Epistula XI, 18. 3) 1rB (l. 29)-1vA (l. 5): Gregorius PP. I, Magnus, s., c. 540-604 Epistula XI, 27. 4) 1rB (ll. 16-19): Gregorius PP. I, Magnus, s., c. 540-604 Epistula IX, 214. 5) 1rB (ll. 19-28): Gregorius PP. I, Magnus, s., c. 540-604 Epistula X, 21. 6) 1vA (ll. 6-21): Gregorius PP. I, Magnus, s., c. 540-604 Epistula IX, 27."
Borgh.22,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Borgh.22,https://digi.vatlib.it/view/MSS_Borgh.22,"1) 233v: Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280 <Initium indicis ad partem I Summae theologiae s. Alberti Magni.> 2) Ir: Albertus Magnus, s., vesc. di Regensburg, c. 1193-1280 Fragmenta (2) ex eodem opere, id est pars I Summae Theologiae."
Borgh.54,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Borgh.54,https://digi.vatlib.it/view/MSS_Borgh.54,"1) 1r-2v: Olivi, Pierre Jean, O.F.M., c. 1248-1298 Sermo de nativitate b. Mariae Virginis, ut videtur. 2) 1r-34v: Olivi, Pierre Jean, O.F.M., c. 1248-1298 Sermones varii saltem ex parte Petro Iohannis Olivi tribuendi. 3) 37r-39v: < Fragmentum de iure canonico.> 4) 39v-41v: < Fragmentum de iure canonico.> 5) 129r-131r: Olivi, Pierre Jean, O.F.M., c. 1248-1298 Tractatus de quantitate. 6) 145r-148v: Expositiones allegoricae in aliquot Genesis capitula."
Borgh.69,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Borgh.69,https://digi.vatlib.it/view/MSS_Borgh.69,"1) 1r-3v in margg., 4r-7v, 8r-9v, 10r-12v in margg., 13r-14v, 15r-v in margg., 16r-17v, 18r-20v in margg., 21r-24v, 25r-26v in margg., 27r-30v, 31r-33r in margg., partim in marginibus partim foliis intersertis: Clemens PP. VI, 1291-1352 Expositiones in Psalmos. 2) 1r-3v in marginibus: Clemens PP. VI, 1291-1352 Expositiones in Psalmos. 3) 1r-7v, 10r-12v, 15r-v, 18r-20v, 25r-26v, 31r-52v: Expositiones in Psalmos anonymae. 4) 4r-7v in marginibus, 8r-9v, 10r-12v in marginibus, 13r-14v, 15r-v in marginibus, 16r-17v, 18r-20v in marginibus, 21r-24v, 25r-26v in marginibus, 27r-30v, 31r-33r in marginibus: Clemens PP. VI, 1291-1352 Expositiones in Psalmos. 5) 53r-64v: Expositiones in Psalmos anonymae. 6) 65r-175v: Expositiones in Psalmos anonymae. 7) 187r-198v: Olivi, Pierre Jean, O.F.M., c. 1248-1298 Sermones varii saltem ex parte Petro Iohannis Olivi tribuendi."
Borgh.85,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Borgh.85,https://digi.vatlib.it/view/MSS_Borgh.85,"1) 1r-11v: Olivi, Pierre Jean, O.F.M., c. 1248-1298 In Sententiarum librum II qq. 103-108. 2) 92r-94v: Raimundus Fronsiacus. Opere spurie e dubbie Responsio pro parte communitatis fratrum Minorum ad accusationes contentas in Ubertini de Casali Rotulo ( fragmentum ). 3) 114r-117v: Frati Minori Communitatis fratrum Minorum ad Rotulum Ubertini de Casali Responsio ( fragmentum aliquantum maius priore)."
Borgh.157,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Borgh.157,https://digi.vatlib.it/view/MSS_Borgh.157,"1) 1r-26v: Clemens PP. VI, 1291-1352 Expositiones in Psalmos. 2) 27r-34v: Clemens PP. VI, 1291-1352 <Expositiones in Psalmos>. 3) 59r-v: Iohannes Garsias Hispanus, vesc. di Sigüenza, f. 1275-1299 Fragmentum ex Iohannis Garciae Hispani Apparatu ad decretales Gregorii PP. X. 4) 60r-v: Iohannes Garsias Hispanus, vesc. di Sigüenza, f. 1275-1299 Fragmentum ex Iohannis Garciae Hispani Apparatu ad decretales Gregorii PP. X."
Borgh.247,7.0,1,fragmentum,1,https://digi.vatlib.it/mss/detail/Borgh.247,https://digi.vatlib.it/view/MSS_Borgh.247,"1) 2r-v: Quaestionis de formalitatibus fragmentum alterum (v. ff. 12v, 1r). 2) 2v: Quaestionis de veritate fragmentum alterum (v. f. 1r-v). 3) 247r-v: Iacobus Metensis, O.P., f. 1295-1309 In Sententiarum lib. II commentarii q. 1 ( fragmentum )."
Vat.lat.2070,7.0,1,rasura,1,https://digi.vatlib.it/mss/detail/Vat.lat.2070,https://digi.vatlib.it/view/MSS_Vat.lat.2070,"1) Aristotelis opera logica quattuor (Topica, Analytica priora, Analytica posteriora et Sophistici elenchis) a Manlio Severino Boethio et Iacobo Venetico in Laitnum sermonem translata, quae Logica nova dicuntur. sec. XIV"
Vat.lat.2103,7.0,1,rasura,1,https://digi.vatlib.it/mss/detail/Vat.lat.2103,https://digi.vatlib.it/view/MSS_Vat.lat.2103,"1) Aristotelis Ethicorum liber et Politica, Leonardi Bruno Aretino interprete. Pseudo-Aristotelis Oeconomicorum lib. I ac III, Leonardo Bruno interprete. Leonardi Bruni Vita Aristotelis. Pseudo-Bernardi Claraevallensis Epistola ad Raymundum. sec. XV"
Vat.lat.2114,7.0,1,rasura,1,https://digi.vatlib.it/mss/detail/Vat.lat.2114,https://digi.vatlib.it/view/MSS_Vat.lat.2114,"1) Aristotelis opera logica sex ac Porphyrii Isagoge Latino sermone translata nec non Anonymi Liber sex principiorum (quae omnia Logica vetus et Logica nova vocabantur), Manlio Severino Boethio, Iacobo Venetico necnon aliis ignotis interpretibus. Euclidis Geometriae fragmentum, in Latinum sermonem ab Adelardo Bathoniense translatum. sec. XIV"
Vat.lat.2907,7.0,1,rasura,1,https://digi.vatlib.it/mss/detail/Vat.lat.2907,https://digi.vatlib.it/view/MSS_Vat.lat.2907,"1) IIr: Iustinianus I, imperatore d'Oriente, 482-565 Pauca Iustiniani Digesti Veteris lib. 17,1,34 in rasura . 2) Ir: Iustinianus I, imperatore d'Oriente, 482-565 Digestum Vetus cum Accursii glossa"
Cappon.60,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Cappon.60,https://digi.vatlib.it/view/MSS_Cappon.60,"1) Geber, Liber super Almagesti Sec. XV"
Cappon.108,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Cappon.108,https://digi.vatlib.it/view/MSS_Cappon.108,"1) 246r-247v: Relazione della venuta in Roma della maestà di Carlo III, re delle Due Sicilie"
Cappon.153,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Cappon.153,https://digi.vatlib.it/view/MSS_Cappon.153,1) Statuta Universitatis mercatorum Bononie Sec. XV
Cappon.175,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Cappon.175,https://digi.vatlib.it/view/MSS_Cappon.175,"1) <Bernardo Ilicino, Commento sopra i Trionfi di Francesco Petrarca> Sec. XV"
Cappon.178,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Cappon.178,https://digi.vatlib.it/view/MSS_Cappon.178,"1) Mugnoni, Francesco, 1426/7-1502 <Mugnoni, Francesco, Annali> <XV-XVIII>"
Pal.lat.895,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Pal.lat.895,https://digi.vatlib.it/view/MSS_Pal.lat.895,"1) Florus, Epitoma de Tito Livio; Titus Livius, Ab Urbe condita (Periochae I-CXLI). sec. XIV ex"
Pal.lat.940,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Pal.lat.940,https://digi.vatlib.it/view/MSS_Pal.lat.940,1) sec. XIV ex
Urb.lat.681,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Urb.lat.681,https://digi.vatlib.it/view/MSS_Urb.lat.681,"1) 197r-v: Petrarca, Francesco, 1304-1374 Memoria di Laura."
Vat.lat.51,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.51,https://digi.vatlib.it/view/MSS_Vat.lat.51,"1) 414v, 415r-437v: S. Ioannis Apocalypsis."
Vat.lat.262,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.262,https://digi.vatlib.it/view/MSS_Vat.lat.262,1) sec. XV med.
Vat.lat.280,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.280,https://digi.vatlib.it/view/MSS_Vat.lat.280,1) S. Ambrosii opera complura. sec. XV med.
Vat.lat.286,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.286,https://digi.vatlib.it/view/MSS_Vat.lat.286,1) S. Ambrosii opera complura sec. IX ex.
Vat.lat.314,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.314,https://digi.vatlib.it/view/MSS_Vat.lat.314,"1) Didymi Alexandrini, s. Ambrosii et aliorum opera complura. sec. XV med."
Vat.lat.413,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.413,https://digi.vatlib.it/view/MSS_Vat.lat.413,1) S. Ioannis Chrysostomi opera quattuor in latinum versa Sec. XV med.
Vat.lat.422,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.422,https://digi.vatlib.it/view/MSS_Vat.lat.422,1) Sec. XII in.
Vat.lat.458,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.458,https://digi.vatlib.it/view/MSS_Vat.lat.458,1) Sec. XIII-XIV
Vat.lat.475,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.475,https://digi.vatlib.it/view/MSS_Vat.lat.475,1) S. Augustini sermones Sec. XII med.
Vat.lat.526,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.526,https://digi.vatlib.it/view/MSS_Vat.lat.526,1) sec. XV med.
Vat.lat.528,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.528,https://digi.vatlib.it/view/MSS_Vat.lat.528,1) sec. XV med.
Vat.lat.713,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.713,https://digi.vatlib.it/view/MSS_Vat.lat.713,1) 146v: Testis acquisitionum Martini ep. Ulixbonensis.
Vat.lat.745,6.5,1,postille,1,https://digi.vatlib.it/mss/detail/Vat.lat.745,https://digi.vatlib.it/view/MSS_Vat.lat.745,1) Sec. XIV in.
Barb.gr.20,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Barb.gr.20,https://digi.vatlib.it/view/MSS_Barb.gr.20,"1) 23r: Pindarus, 518-438 a.C. <Pindar., Pyth., III, 1-2>."
Reg.lat.268,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Reg.lat.268,https://digi.vatlib.it/view/MSS_Reg.lat.268,"1) 1r-132v: Lactantius Firmianus, Lucius Caecilius, c. 245-c. 323 Divinae institutiones (Lactantius Firmianus, Lucius Caecilius, c. 245-c. 323)"
Reg.lat.814,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Reg.lat.814,https://digi.vatlib.it/view/MSS_Reg.lat.814,"1) Sallustius, Opera. sec. XII"
Reg.lat.980,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Reg.lat.980,https://digi.vatlib.it/view/MSS_Reg.lat.980,1) Miscellanea. sec. IX/XV
Reg.lat.1544,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Reg.lat.1544,https://digi.vatlib.it/view/MSS_Reg.lat.1544,"1) Lucius Annaeus Seneca, Epistulae ad Lucilium (12-82); Lucius Annaeus Seneca, De remediis fortuitorum. sec. XII ex."
Reg.lat.1547,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Reg.lat.1547,https://digi.vatlib.it/view/MSS_Reg.lat.1547,"1) Marcus Tullius Cicero, Rhetorica; Anicius Manlius Torquatus Severinus Boethius, De differentiis topicis (liber IV); Rhetorica ad Herennium; De philosophia. sec. XII"
Urb.lat.1,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Urb.lat.1,https://digi.vatlib.it/view/MSS_Urb.lat.1,1) sec. XV ex.
Vat.ar.55,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.ar.55,https://digi.vatlib.it/view/MSS_Vat.ar.55,Low Quality 1) Paléographie - Codicologie:
Vat.ar.103,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.ar.103,https://digi.vatlib.it/view/MSS_Vat.ar.103,1) Paléographie - Codicologie:
Vat.ar.518,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.ar.518,https://digi.vatlib.it/view/MSS_Vat.ar.518,Low Quality 1) Paléographie - Codicologie:
Vat.gr.1924,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.gr.1924,https://digi.vatlib.it/view/MSS_Vat.gr.1924,"Low Quality 1) S. Thomae Aquinatis Summae theologicae pars prima, interpete Deme­trio Cydonio. sec. XVII"
Vat.gr.1925,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.gr.1925,https://digi.vatlib.it/view/MSS_Vat.gr.1925,"Low Quality 1) S. Thomae Aquinatis Summae theologicae pars prima, interpete Deme­trio Cydonio. sec. XVII"
Vat.ind.75,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.ind.75,https://digi.vatlib.it/view/MSS_Vat.ind.75,1) 10r-27v:
Vat.lat.70,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.lat.70,https://digi.vatlib.it/view/MSS_Vat.lat.70,1) Regum libri I-IV cum glossa ordinaria et glossa interlineari. sec. XIII-XIV
Vat.lat.85,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.lat.85,https://digi.vatlib.it/view/MSS_Vat.lat.85,1) 210r-221r: Scholia marginalia
Vat.lat.567,6.5,1,marginalia,1,https://digi.vatlib.it/mss/detail/Vat.lat.567,https://digi.vatlib.it/view/MSS_Vat.lat.567,1) 53r-66v(2): Glossae et scholia [ambo marginalia ] in categorias decem ex Aristotele decerptas
Barb.lat.3242,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Barb.lat.3242,https://digi.vatlib.it/view/MSS_Barb.lat.3242,Low Quality 1) 332r: Breve relazione inviata da ignoto forse all'abate Ferdinando Ughelli.
Barb.lat.4142,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Barb.lat.4142,https://digi.vatlib.it/view/MSS_Barb.lat.4142,1) 75r-78r: Duetto da Il Mauritio.
Barb.lat.4188,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Barb.lat.4188,https://digi.vatlib.it/view/MSS_Barb.lat.4188,1) 1r-24v: Cantata per oratorio anonima.
Cappon.193,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Cappon.193,https://digi.vatlib.it/view/MSS_Cappon.193,"1) 289r-300r: Ciminelli, Serafino, 1466-1500 Stramoti."
Chig.F.IV.73,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.F.IV.73,https://digi.vatlib.it/view/MSS_Chig.F.IV.73,1) 1r-60v:
Chig.Q.IV.3,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.3,https://digi.vatlib.it/view/MSS_Chig.Q.IV.3,1) 2r: 2) 10r: 3) 16r: 4) 21r: 5) 22v: 6) 25r: 7) 32v: 8) 53r: 9) 55v: 10) 57r: 11) 59v: 12) 61v: 13) 63v: 14) 69r: 15) 73v: 16) 75v: Il prigioniero per debito. 17) 90r: 18) 95r:
Chig.Q.IV.9,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.9,https://digi.vatlib.it/view/MSS_Chig.Q.IV.9,1) Esercizi musicali. sec. XVII
Chig.Q.IV.14,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.14,https://digi.vatlib.it/view/MSS_Chig.Q.IV.14,1) 1r-6r: 2) 15r-18r: 3) 19r-24r: 4) 25r-30r: 5) 31r-34r: 6) 49r-52r: 7) 53r-62r: 8) 63r-66r: 9) 67r-71r: 10) 77r-80r: 11) 81r-86r: 12) 91r-94r: 13) 117r-118r:
Chig.Q.IV.16,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.16,https://digi.vatlib.it/view/MSS_Chig.Q.IV.16,1) 185r-190r:
Chig.Q.IV.17,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.17,https://digi.vatlib.it/view/MSS_Chig.Q.IV.17,1) 127r-130r: 2) 131r-144r: 3) 145r-158v: 4) 173r-175r: 5) 177r-186v:
Chig.Q.IV.46,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.46,https://digi.vatlib.it/view/MSS_Chig.Q.IV.46,1) 5r-8r: 2) 9r-14r: 3) 15r-18r: 4) 19r-24r: 5) 25r-32r: 6) 33r-38r: 7) 39r-44r: 8) 45r-50r: 9) 51r-56r: 10) 65r-69r: 11) 69r-72r: 12) 73r-80r:
Chig.Q.IV.47,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.47,https://digi.vatlib.it/view/MSS_Chig.Q.IV.47,1) 11r-14r: 2) 15r-20r: 3) 21r-24r: 4) 25r-26r: 5) 27r-30r: 6) 31r-34r: 7) 35r-38r: 8) 39r-42r: 9) 53r-56r: 10) 57r-60r: 11) 61r-62r: 12) 65r-68r: 13) 69r-72r: 14) 73r-76r:
Chig.Q.IV.48,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.48,https://digi.vatlib.it/view/MSS_Chig.Q.IV.48,1) 1r-4r: 2) 5r-8r: 3) 21r-24r: 4) 25r-28v: 5) 29r-32r: 6) 37r-40r: 7) 51r-56r:
Chig.Q.IV.49,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.IV.49,https://digi.vatlib.it/view/MSS_Chig.Q.IV.49,1) 1r-4r: 2) 5r-8r: 3) 9r-14r: 4) 15r-16r: 5) 21r-22r:
Chig.Q.V.66,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.V.66,https://digi.vatlib.it/view/MSS_Chig.Q.V.66,1) Ir-255r:
Chig.Q.VI.85,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.VI.85,https://digi.vatlib.it/view/MSS_Chig.Q.VI.85,1) 1r-4r: 2) 4v-8v: 3) 14v-18r: 4) 18v-22r: 5) 23r-25r: 6) 25v-28v: 7) 32r-33r: 8) 37r-38v: 9) 41v-46r: 10) 49r-50v: 11) 52v-61v: 12) 63r-66r: 13) 67r-v: 14) 68r-71r:
Chig.Q.VII.99,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.VII.99,https://digi.vatlib.it/view/MSS_Chig.Q.VII.99,1) 17r-22r: 2) 36v-40r:
Chig.Q.VIII.196,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.VIII.196,https://digi.vatlib.it/view/MSS_Chig.Q.VIII.196,"1) 9r-10r(2): 2) 65r-70r: Introduzione per musica, tempo moderato 3) 71r-72r: 4) 73r-74r: 5) 76r-87r: Quadriglie (12) per pianoforte, di autore ignoto . 6) 88r-92r:"
Chig.Q.VIII.206,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Chig.Q.VIII.206,https://digi.vatlib.it/view/MSS_Chig.Q.VIII.206,1) 137r-138r: 2) 151r-154r: 3) 155r: 4) 181r-183r: 5) 196r-198r: 6) 199r-200r: 7) 201r: 8) 202r: 9) 203r: 10) 204r-208r: 11) 209r-229r:
Reg.lat.1560,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Reg.lat.1560,https://digi.vatlib.it/view/MSS_Reg.lat.1560,"1) 137r-140v: Remigius Autissidorensis, O.S.B., c. 841-908 Commentarius in Catonis Disticha"
Urb.gr.162,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.gr.162,https://digi.vatlib.it/view/MSS_Urb.gr.162,1) sec. XV
Urb.lat.409,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.409,https://digi.vatlib.it/view/MSS_Urb.lat.409,1) 54r-65r: Relazione della santità del B. Carlo Borromeo
Urb.lat.772,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.772,https://digi.vatlib.it/view/MSS_Urb.lat.772,1) 1r-19v: Broccardica d'amore.
Urb.lat.816.pt.2,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.816.pt.2,https://digi.vatlib.it/view/MSS_Urb.lat.816.pt.2,1) 277r-279v: Relacion de lo succedido en la isla de la Tercera des 23 de julio hasta 27 del mismo 1583 ano. Traduzione italiana di ignoto
Urb.lat.817.pt.1,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.817.pt.1,https://digi.vatlib.it/view/MSS_Urb.lat.817.pt.1,"1) 61r-153v: Estienne, Henri, 1531-1598 Il governo di Caterina de' Medici regina di Francia"
Urb.lat.830.pt.2,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.830.pt.2,https://digi.vatlib.it/view/MSS_Urb.lat.830.pt.2,1) 539r-574v: Relazione d'ambasciatore veneto all'Arciduca Carlo.
Urb.lat.861,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.861,https://digi.vatlib.it/view/MSS_Urb.lat.861,"1) 532r-533r: Discorso [d' ignoto cardinale a Carlo Emanuele I] se convenga mandare il Principe cardinale di Savoia [Maurizio] a Roma, an. 1620."
Urb.lat.865,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.865,https://digi.vatlib.it/view/MSS_Urb.lat.865,1) 561r-584r: Istruzione d' ignoto autore a Pietro Caetani nella sua andata in Fiandra 1578-81
Urb.lat.1019,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1019,https://digi.vatlib.it/view/MSS_Urb.lat.1019,"1) 479r-994r: Vergilio, Polidoro, sac., c. 1470-1555 Dell'Historia d'Inghilterra."
Urb.lat.1062,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1062,https://digi.vatlib.it/view/MSS_Urb.lat.1062,1) 437r-535r: Notizie date negli Avvisi (luglio-agosto 1594).
Urb.lat.1193,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1193,https://digi.vatlib.it/view/MSS_Urb.lat.1193,1) 108v(2): Epitaphium in funere Baptistae Sfortiae. 2) 109r: Epitaphium in funere Baptistae Sfortiae. 3) 109r-v: Epitaphium in funere Baptistae Sfortiae.
Urb.lat.1413,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1413,https://digi.vatlib.it/view/MSS_Urb.lat.1413,"1) 1r-73v: Ruffo, Giordano, sec. XIII Hippiatria."
Urb.lat.1624,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1624,https://digi.vatlib.it/view/MSS_Urb.lat.1624,Low Quality 1) 225r: Lettera d' ignoto a Paganino Gaudenzi.
Urb.lat.1694,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1694,https://digi.vatlib.it/view/MSS_Urb.lat.1694,1) 208r-209v: Passio domini ducis Mantuae [Ferdinando Carlo di Gonzaga Nevers]. Secundum meritum.
Urb.lat.1732,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Urb.lat.1732,https://digi.vatlib.it/view/MSS_Urb.lat.1732,1) 27r-33v(1): Capitoli del trattato della pace conclusa il 15 gennaio 1709 tra la S. Sede e l'imperatore Giuseppe I. 2) 106r: Lettera d'incerto ad ignoto .
Vat.estr.or.151,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Vat.estr.or.151,https://digi.vatlib.it/view/MSS_Vat.estr.or.151,"1) San’yū Takashiba, Mappa delle province e dei distretti del Grande Giappone. sec. XIX med."
Vat.gr.1908,6.5,1,ignoto,1,https://digi.vatlib.it/mss/detail/Vat.gr.1908,https://digi.vatlib.it/view/MSS_Vat.gr.1908,1) Codex miscellaneus. sec. XIV
