shelfmark,aggregate_score,signal_count,signals,non_bibliographic_hits,detail_url,viewer_url,best_snippet,content_entries,bibliography_entries,description_gap_score,saturation_penalty,low_quality,catalog_description,bibliography_preview,adjusted_signal_score,review_status,impact_ceiling,research_question,reject_reason
Arch.Cap.S.Pietro.E.17,27.5,3,fragmentum; frammento; rescriptus,3,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.E.17,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.E.17,1) 142r-143: Fragmentum bullae an. 1588 de pensione in favorem Fabii Rosetti clerici rom.,5,2,3,0,0,"1) Sec. <XI in.> 2) 1r-141v: Clemens PP. I, s., m. c. 99. Opere spurie e dubbie Recognitionum libri I-X Epist. ad Iacobum fratem Domini de obitu apostoli Petri et ordinatione sua 3) 142r-143: Fragmentum bullae an. 1588 de pensione in favorem Fabii Rosetti clerici rom. 4) Iv-IIv: Leo PP. I, Magnus, s., m. 461 <Tractatus LXXXI Item alius de Passione Domini>","Bibliographic References: 5) Petrella, E. D. Ricerche per la storia della minuscola romana, In Mélanges d'archéologie et d'histoire de l'École Française de Rome 6) De Marco, Franca, 1924- Censimento dei codici dei secoli X-XII. Roma: Biblioteca Apostolica Vaticana, Archivio di S. Pietro, In Studi medievali 7) Mercati, Giovanni, card., 1866-1957 Digressione: per la storia dei codici di s. Pietro in Vaticano nei secoli XV e XVI, In Codici latini di Pico Grimani Pio e di altra biblioteca ignota del secolo XVI esistenti nell'Ottoboniana e I codici greci Pio di Modena con una digressione per la storia dei codici di S. Pietro in Vaticano, (Studi e Testi 75), 1938.",32.0,unreviewed,,,
Barb.lat.4231,30.0,4,anonimo; bozza; frammento; ignoto,4,https://digi.vatlib.it/mss/detail/Barb.lat.4231,https://digi.vatlib.it/view/MSS_Barb.lat.4231,"Low Quality 1) 225r-v: De Luca, Severo, sec. XVII",60,2,1,0,1,"1) Raccolta di arie e cantate tratte da Commedie. sec. XVII/XVIII 2) 1r-4v: Aria da Chi la fa', se l'aspetti. 3) 5r-10r: Vitali, Tomaso Antonio, 1663-1745 4) 11r-13r: Aria da La Gelosa di se stessa. 5) 15r-18v: Nardelli, Giovanni, sec. XVIII 6) 19r-24r: Melani, Alessandro, 1639-1703 7) 25r-32v: Colombani, Quirino, m. c. 1735. Opere spurie e dubbie Dialogus inter Christum et Animam. 8) 33r-34v: Mancia, Luigi, m. post 1708 9) 35r-36r: Mancia, Luigi, m. post 1708 10) 37r-39r: Mancia, Luigi, m. post 1708 11) 39r-42r: Mancia, Luigi, m. post 1708 12) 43r-46v: Mancia, Luigi, m. post 1708 13) 44r-v: Sarabanda e Balletto. 14) 47r-54r: Pasqualini, Marcantonio, 1614-1691 15) 55r-57r: Pasqualini, Marcantonio, 1614-1691 16) 58r: Pasqualini, Marcantonio, 1614-1691 17) 59r-72v: Pasqualini, Marcantonio, 1614-1691 18) 61r-64r: Mancia, Luigi, m. post 1708 19) 67v: Rossi, Luigi, 1597-1653 20) 73r-v: Marazzoli, Marco, 1619-1662. Opere spurie e dubbie 21) 75r-79v: Marazzoli, Marco, 1619-1662. Opere spurie e dubbie 22) 81r-84r: Marazzoli, Marco, 1619-1662. Opere spurie e dubbie 23) 84v: Marazzoli, Marco, 1619-1662. Opere spurie e dubbie 24) 85r-94r: Pasqualini, Marcantonio, 1614-1691 25) 95r-109r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 26) 98r-105r: Lotti, Giovanni, m. 1688 27) 110r-115r: Oratorio per la Settimana Santa. 28) 116r-121v: Predica del sole. 29) 122r-137r: Oratorio Gioseppe. 30) 138r-143r: Cantata. 31) 144r: Sarabanda dell'atto 2°. 32) 144v: Balletto per l'atto P.°. 33) 145r-v: Pasqualini, Marcantonio, 1614-1691 34) 146r-149v: Bencini, Pietro Paolo, 1670-1755 35) 150r-v: Pasquini, Bernardo, 1637-1710 L'Eudossia. 36) 151r-160r: Gasparini, Francesco, 1661-1727 Taican, re della Cina. 37) 160v-170r: Gasparini, Francesco, 1661-1727 Taican, re della Cina. 38) 171r-183r: Gasparini, Francesco, 1661-1727 Taican, re della Cina. 39) 184r-186v: Gasparini, Francesco, 1661-1727 Taican, re della Cina. 40) 187r-197r: Aria da Chi la fa', se l'aspetti. 41) 196r-202v: Bencini, Pietro Paolo, 1670-1755. Opere spurie e dubbie Dagl'Inganni alle nozze. 42) 203r: Aria da La Gelosa di se stessa. 43) 204r-205r: Aria da La Gelosa di se stessa. 44) 205r-206r: Aria da La Gelosa di se stessa. 45) 206r: Aria da La Gelosa di se stessa. 46) 206v-207r: Aria da La Gelosa di se stessa. 47) 207v-208r: Aria da La Gelosa di se stessa. 48) 209r-210r: Aria da La Gelosa di se stessa. 49) 210r: Aria da La Gelosa di se stessa. 50) 210v-211r: Aria da La Gelosa di se stessa. 51) 212r-213r: Aria da La Gelosa di se stessa. 52) 214r-216r: Aria da La Gelosa di se stessa. 53) 217r-219r: Arie da La Gelosa di se stessa. 54) 219v-221r: Aria da La Gelosa di se stessa. 55) 221r: Aria da La Gelosa di se stessa. 56) 221v-222r: Aria da La Gelosa di se stessa. 57) 222v-223r: Aria da La Gelosa di se stessa. 58) 224r: Aria da La Gelosa di se stessa. 59) 225r-v: De Luca, Severo, sec. XVII","Bibliographic References: 60) Rose, Gloria Pasqualini as Copyst, In Analecta musicologica. Studien zur italienisch-deutschen Musikgeschichte 1974 61) Murata, Margaret A Topography of the Barberini Manuscripts of Music, In I Barberini e la cultura europea del Seicento, 2007 62) Lionnet, Jean, 1935-1998 La musique à Saint-Louis des Français de Rome au XVIIe siècle (première partie), In Note d'archivio per la storia musicale 1985",29.5,unreviewed,,,
Cappon.147,33.0,5,anonimo; autografo; frammento; minuta; postille,5,https://digi.vatlib.it/mss/detail/Cappon.147,https://digi.vatlib.it/view/MSS_Cappon.147,"1) p. 137(2): Salutati, Coluccio, 1331-1406 Oratoribus Comitis Virtutum.",244,18,1,3,0,"1) Salutati, Coluccio, 1331-1406 Coluccio Salutati, Pistole originale. sec. XIV ex. 2) p. 1: Salutati, Coluccio, 1331-1406 Comiti Harminiaci. 3) p. 3(1): Salutati, Coluccio, 1331-1406 Papae. 4) p. 3(2): Salutati, Coluccio, 1331-1406 Duci Januensi. 5) p. 3(3): Salutati, Coluccio, 1331-1406 Cardinali. 6) p. 4-5: Salutati, Coluccio, 1331-1406 Brevis notula et informatio omnium agendorum per vos venerabilem patrem fratrem franciscum de bardis ordinis fratrum minorum dilectissimum civem nostrum et sacre theologie magistrum in romana curia, facta et ordinata per magnificos et excelsos dominos. 7) p. 7-8: Salutati, Coluccio, 1331-1406 Oratoribus Regis Francorum, Responsio facta per dominum Colucium pro parte Colligatorum et Communis Florentie. 8) p. 9-10: Salutati, Coluccio, 1331-1406 Pape. 9) p. 10: Salutati, Coluccio, 1331-1406 <Pape.> 10) p. 11: Salutati, Coluccio, 1331-1406 Regi Romanorum. 11) p. 15-17: Salutati, Coluccio, 1331-1406 Regi Francorum. 12) p. 19: Salutati, Coluccio, 1331-1406 Pape. 13) p. 23: Salutati, Coluccio, 1331-1406 Regina. 14) p. 29: Salutati, Coluccio, 1331-1406 Pape. 15) p. 31-32: Salutati, Coluccio, 1331-1406 Collegio Cardinalium. 16) p. 33-34: Salutati, Coluccio, 1331-1406 Regine Ungarie. 17) p. 35-37: Salutati, Coluccio, 1331-1406 Sermo Colucij Pyerij de Stignano Cancellarij florentini habitus ad Reverendissimum in christo patrem et dominum dominum Phylippum de Alenconio Sabinensem Episcopum Cardinalem atque Patriarcham Aquilegiensem in visitatione facta per dominos priores artium et vexilliferum Justicie populi et communis Florentie. 18) p. 39-40: Salutati, Coluccio, 1331-1406 Quod melius sit regnum successivum quam electivum. Oratio. 19) p. 41-43: Salutati, Coluccio, 1331-1406 Quod regnum melius sit electivum quam successivum. Pars altera. 20) p. 47: Salutati, Coluccio, 1331-1406 Pape. 21) p. 47-48: Salutati, Coluccio, 1331-1406 <Pape.> 22) p. 48-49: Salutati, Coluccio, 1331-1406 Pro obitu domini Beltrandi de Alidosijs de Imola, valde pulcra laudatio. 23) p. 49: Salutati, Coluccio, 1331-1406 Cardinali Florentino. 24) p. 51-53: Salutati, Coluccio, 1331-1406 Regi Francorum. 25) p. 55-56: Salutati, Coluccio, 1331-1406 Romanis. 26) p. 59-60: Salutati, Coluccio, 1331-1406 Regi Ungarie. 27) p. 63-64: Salutati, Coluccio, 1331-1406 Regi Navarre. 28) p. 65-66: Salutati, Coluccio, 1331-1406 Regi Francorum. 29) p. 66(1): Salutati, Coluccio, 1331-1406 Duci Borbonij. 30) p. 66(2): Salutati, Coluccio, 1331-1406 Ducibus Burgundie. 31) p. 67: Salutati, Coluccio, 1331-1406 Cardinali Bononiensi. 32) p. 69-72: Salutati, Coluccio, 1331-1406 Regi Karolo tertio Jerusalem et Sicilie Regi. 33) p. 73-75: Salutati, Coluccio, 1331-1406 Regi Karolo. 34) p. 77-78: Salutati, Coluccio, 1331-1406 Collegio Cardinalium. 35) p. 79: Salutati, Coluccio, 1331-1406 Astoldo de Altovitis et Tomaso Montisguidetj. 36) p. 81-82: Salutati, Coluccio, 1331-1406 Pape. 37) p. 82: Salutati, Coluccio, 1331-1406 Collegio Cardinalium. 38) p. 83: Salutati, Coluccio, 1331-1406 Pape. 39) p. 85(1): Salutati, Coluccio, 1331-1406 Cardinali. 40) p. 85(2): Salutati, Coluccio, 1331-1406 Aretinis. 41) p. 86: Salutati, Coluccio, 1331-1406 Collegio Cardinalium. 42) p. 87: Salutati, Coluccio, 1331-1406 Pape. 43) p. 89-90: Salutati, Coluccio, 1331-1406 Domino Johanni patriarche Aquilegiensi. 44) p. 91-93: Salutati, Coluccio, 1331-1406 Regi Karolo. 45) p. 95-99: Salutati, Coluccio, 1331-1406 Bonifatius espiscopo florentino. 46) p. 99: Salutati, Coluccio, 1331-1406 Domino Bartholomeo Francisci. 47) p. 100: Salutati, Coluccio, 1331-1406 Pape. 48) p. 101-103: Salutati, Coluccio, 1331-1406 Pape. 49) p. 103-104: Salutati, Coluccio, 1331-1406 Priores artium et vexillifer justicie. 50) p. 105(1): Salutati, Coluccio, 1331-1406 Cardinali Monopolitano. 51) p. 105(2): Salutati, Coluccio, 1331-1406 Cardinali Pisano. 52) p. 106: Salutati, Coluccio, 1331-1406 Pape. 53) p. 107: Salutati, Coluccio, 1331-1406 Gubernatori Janue. 54) p. 109(1): Salutati, Coluccio, 1331-1406 Bononiensibus.","Bibliographic References: 244) Bianca, Concetta Filippo Villani, Coluccio Salutatis il ""De origine"", In Medioevo e Rinascimento 1999 245) Gilli, Patrick Coluccio Salutati, chancelier de Florence, et la France, In Bibliothèque d’humanisme et Renaissance 1993 246) Gilli, Patrick Guelfisme et mémoire urbaine: un discours inédit de Coluccio Salutati au cardinal Philippe d'Alençon (juin 1381), In Religion et société urbaine au Moyen Age. Etudes offerts à Jean-Louis Biget, 2000 247) Voci, Anna Maria, 1956- Alle origini del Grande Scisma d'Occidente: Coluccio Salutati difende l'elezione di Urbano VI, In Bullettino dell'Istituto storico italiano per il Medio Evo 1994 248) Salutati, Coluccio, 1331-1406 De fato et fortuna, a cura di C. Bianca (Studi e Testi. Istituto Nazionale di Studi sul Rinascimento, X), 1985 249) Ullman, B. L. (Berthold Louis), 1882-1965 Coluccio Salutati on Monarchy, Mélanges Eugène Tisserant, V: Archives Vaticanes - histoire ecclesiastique, II (Studi e testi, 235), 1964 250) Herde, Peter, 1933- Die Schrift der Florentiner Behörden in der Fruhrenaissance (ca. 1400-1460), In Archiv für Diplomatik 251) De la Mare, Albinia Catherine, 1932-2001 Poggio's earliest manuscript?, In Italia medioevale e umanistica 252) Morelli, Giorgio, 1932- Manoscritti d'interesse abruzzese della Biblioteca Vaticana, In Bullettino della Deputazione abruzzese di storia patria 253) Tanturli, Giuliano Cino Rinuccini e la scuola di Santa Maria in Campo, In Studi medievali 254) Peterson, Dav",28.5,unreviewed,,,
Arch.Cap.S.Pietro.F.34,25.5,3,fragmentum; frammento; rasura,3,https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.F.34,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.34,1) 173v-185v: Interpretatione nominun in evangelio 2) Ir-IIv: Fragmentum Acta s. Caeciliae,8,2,2,0,0,"1) Sec. XII-XIII 2) 1r-9v: <Divisiones Math.-Joh> 3) 10r-173v: Zacharias Chrysopolitanus, m. 1155 In unum ex quattuor seu de concordia evangelistarum libri I-IV. 4) 173v-185v: Interpretatione nominun in evangelio 5) 185v-188v: Evangelia que leguntur per totum annum 6) 189r: Petrus Damianus, s., 1007-1072. Opere spurie e dubbie <Sermo> in honorem s. Benedicti pars prior 7) Ir-IIv: Fragmentum Acta s. Caeciliae","Bibliographic References: 8) De Marco, Franca, 1924- Censimento dei codici dei secoli X-XII. Roma: Biblioteca Apostolica Vaticana, Archivio di S. Pietro, In Studi medievali 1970 9) Verrando, Giovanni Nino Frammenti e testi agiografici isolati in manoscritti italiani, In Hagiographica 1999 10) Voicu, Sever J., 1945- Note sui palinsesti conservati nella Biblioteca Apostolica Vaticana, In Miscellanea Bibliothecae Apostolicae Vaticanae XVI, 2009",28.5,unreviewed,,,
Cappon.283.pt.1,24.5,3,autografo; inedita; inedito,3,https://digi.vatlib.it/mss/detail/Cappon.283.pt.1,https://digi.vatlib.it/view/MSS_Cappon.283.pt.1,"1) 117r-118r: Bruni, Filippo, Sch.P. (d.S.P.) f. 1745-1763 <Lettera di Filippo Bruni con notizie su un manoscritto con un inedito di Cecco di Ascoli>",130,1,1,0,0,"1) Carteggio tenuto dal Marchese Alessandro Gregorio Capponi con diversi Amici Letterati per la sua raccolta di libri e cose antiquarie, dal 2 Gennaio al 15 Ottobre 1745, con due lettere scritte nel 1746. Tomo XIII Sec. XVIII med. 2) 2r-3v: Mazzanti, Sebastiano, f. 1739 <Lettera di Sebastiano Mazzanti> 3) 4v-5r: Marangoni, Giovanni, sac., 1673-1753 <Lettera di Giovanni Marangoni> 4) 6r-7v: Capponi, Alessandro Gregorio, marchese, 1683-1746 <Risposta del marchese Alessandro Gregorio Capponi a Giovanni Marangoni con annesso disegno di un sarcofago trovato nel cimitero di San Callisto> 5) 8r: Mazzuchelli, Giovanni Maria, conte, 1707-1765 <Lettera di Giammaria Mazzuchelli> 6) 9r-10r: Bornati, Nunzio Giovanni Battista, f. 1758 <Lettera di Giambattista Bornati> 7) 11r-13v: Mazzuchelli, Giovanni Maria, conte, 1707-1765 <Lettera di Giammaria Mazzuchelli> 8) 14r-15v: Buzzetti, Pietro Antonio, f. 1744 <Lettera di Pietro Antonio Buzzetti> 9) 16r-17v: Magagnati, Giovanni Battista, sac., f. 1744 <Lettera di Giovanni Battista Magagnati> 10) 18r: Ettore, Salvator, 1702-1768 <Lettera di Salvatore Ettore> 11) 19r-21v: Buzzetti, Pietro Antonio, f. 1744 <Lettera di Pietro Antonio Buzzetti> 12) 22r-25v: Bornati, Nunzio Giovanni Battista, f. 1758 <Lettera di Giambattista Bornati con annessa lista di libri> 13) 26r: Magagnati, Giovanni Battista, sac., f. 1744 <Lettera di Giovanni Battista Magagnati> 14) 26v-27v: Capponi, Alessandro Gregorio, marchese, 1683-1746 <Risposta del marchese Alessandro Gregorio Capponi a Giovanni Battista Magagnati> 15) 28r-31r: Porcelli, Giovanni Massimo, editore e libraio, f. 1723-1746 <Lettera di Giovanni Massimo Porcelli (librajo) con una lista di libri> 16) 32r-33v: Mazzuchelli, Giovanni Maria, conte, 1707-1765 <Lettera di Giammaria Mazzuchelli con una lista di monete e medaglie di pontefici> 17) 34rv: <Capitolo di lettera riguardante la vendita dell'opera Della biblioteca volante di Giovanni Cinelli> 18) 35rv: Cantoni, Antonio, vesc. di Faenza, 1709-1781 <Lettera di Antonio Cantoni> 19) 36r: Aureli, Filippo, abate, f. 1745 <Lettera di Filippo Aureli al fratello Gregorio Aureli> 20) 36v-37r: Capponi, Alessandro Gregorio, marchese, 1683-1746 <Risposta del marchese Alessandro Gregorio Capponi a Gregorio Aureli> 21) 38r: Perotti, Francesco Giovanni Battista, f. 1744 <Lettera di Giovanni Battista Perotti> 22) 39r-40v: Ratti, Andrea, f. 1743 <Lettera di Andrea Ratti> 23) 41r: Perotti, Francesco Giovanni Battista, f. 1744 <Lettera di Giovanni Battista Perotti> 24) 42r-43v: Landi, Francesco, conte, f. 1718-1745 <Lettera di Francesco Landi> 25) 44r-45v: Bornati, Nunzio Giovanni Battista, f. 1758 <Lettera di Giambattista Bornati> 26) 46r-47v: Magagnati, Giovanni Battista, sac., f. 1744 <Lettera di Giovanni Battista Magagnati> 27) 48rv: Biscioni, Antonio Maria, 1674-1756 <Lettera di Anton Maria Biscioni> 28) 49r-50v: Perotti, Francesco Giovanni Battista, f. 1744 <Lettera di Giovanni Battista Perotti> 29) 51rv: Finocchi, Orlando, f. 1715-1745 <Lettera di Orlando Finocchi (librajo)> 30) 52r-53r: Capponi, Alessandro Gregorio, marchese, 1683-1746 <Risposta del marchese Alessandro Gregorio Capponi ad Orlando Finocchi (librajo)> 31) 54r: Capponi, Alessandro Gregorio, marchese, 1683-1746 <Lista di libri compilata dal marchese Alessandro Gregorio Capponi> 32) 55r-56r: Pannini, Giovanni Paolo, 1691?-1765 <Lettera di Giovanni Paolo Pannini> 33) 57r-58v: Cantoni, Antonio, vesc. di Faenza, 1709-1781 <Lettera di Antonio Cantoni> 34) 59r-60v: Buzzetti, Pietro Antonio, f. 1744 <Lettera di Pietro Antonio Buzzetti> 35) 61r-62v: Bornati, Nunzio Giovanni Battista, f. 1758 <Lettera di Giambattista Bornati> 36) 63r: Allegrini, Giuseppe, editore e libraio, sec. XVIII <Avviso di Giuseppe Allegrini stampatore fiorentino in rame, presso al Canto della Croce Rossa> 37) 64r: Capponi, Alessandro Gregorio, marchese, 1683-1746 <Biglietto di mano del marchese Alessandro Gregorio Capponi sull'avviso a stampa di Giuseppe Allegrini> 38) 64v: Allegrini, Giuseppe,","Bibliographic References: 130) Critelli, Maria Gabriella La collezione manoscritta di Alessandro Gregorio Capponi: notizie dai codici e dall’epistolario, In Miscellanea Bibliothecae Apostolicae Vaticanae XXIII (Studi e testi 516), 2017 131) Critelli, Maria Gabriella La collezione manoscritta di Alessandro Gregorio Capponi: notizie dai codici e dall'epistolario, In Studi e Testi 516, In Miscellanea Bibliothecae Apostolicae Vaticanae 2017.",26.0,unreviewed,,,
Barb.lat.4221,23.5,3,attribuzione; bozza; frammento,3,https://digi.vatlib.it/mss/detail/Barb.lat.4221,https://digi.vatlib.it/view/MSS_Barb.lat.4221,"1) 33r: Aria anonima. 2) 57r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie",74,2,1,0,0,"1) Marcantonio Pasqualini, Stracciafoglio. Perdimento di tempo per fuggir l'ozio. sec. XVII med. 2) 1r-3r: Pasqualini, Marcantonio, 1614-1691 3) 3v-6r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 4) 7r-8r: Pasqualini, Marcantonio, 1614-1691 5) 9r-10r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 6) 11r-12v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 7) 13r-14r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 8) 15r-v: Pasqualini, Marcantonio, 1614-1691 9) 17r-18v: Cantata anonima. 10) 19r-20r: Pasqualini, Marcantonio, 1614-1691 11) 20r-v: Pasqualini, Marcantonio, 1614-1691 12) 21r-v: Pasqualini, Marcantonio, 1614-1691 13) 22r-v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 14) 23r-24v: Pasqualini, Marcantonio, 1614-1691 15) 25r-26v: Pasqualini, Marcantonio, 1614-1691 16) 27r-28v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 17) 29r-30r: Pasqualini, Marcantonio, 1614-1691 18) 31r-32r: Pasqualini, Marcantonio, 1614-1691 19) 33r: Aria anonima. 20) 33v-35r: Pasqualini, Marcantonio, 1614-1691 21) 35v-37v: Pasqualini, Marcantonio, 1614-1691 22) 39r-40v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 23) 41r-42v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 24) 43r-44r: Pasqualini, Marcantonio, 1614-1691 25) 45r-46v: Pasqualini, Marcantonio, 1614-1691 26) 47r-49r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 27) 49v-50r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 28) 51r-53v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 29) 55r-56v: Pasqualini, Marcantonio, 1614-1691 30) 57r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 31) 57r-58v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 32) 59r-60v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 33) 61r-62v: Pasqualini, Marcantonio, 1614-1691 34) 63r-v: Pasqualini, Marcantonio, 1614-1691 35) 65r-66r: Pasqualini, Marcantonio, 1614-1691 36) 66r-68v: Pasqualini, Marcantonio, 1614-1691 37) 69r-70v: Pasqualini, Marcantonio, 1614-1691 38) 71r-v: Pasqualini, Marcantonio, 1614-1691 39) 73r-74r: Pasqualini, Marcantonio, 1614-1691 40) 75r-76v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 41) 77r-v: Pasqualini, Marcantonio, 1614-1691 42) 78r-v: Pasqualini, Marcantonio, 1614-1691 43) 79r-80v: Pasqualini, Marcantonio, 1614-1691 44) 81r-82r: Pasqualini, Marcantonio, 1614-1691 45) 83r-84r: Pasqualini, Marcantonio, 1614-1691 46) 85r-86r: Pasqualini, Marcantonio, 1614-1691 47) 87r-89r: Pasqualini, Marcantonio, 1614-1691 48) 89v-90v: Pasqualini, Marcantonio, 1614-1691 49) 91r-94v: Pasqualini, Marcantonio, 1614-1691 50) 95r-96v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 51) 97r-98v: Pasqualini, Marcantonio, 1614-1691 52) 99r-100v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 53) 101r-102r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 54) 103r-104v: Pasqualini, Marcantonio, 1614-1691 55) 105r-106r: Pasqualini, Marcantonio, 1614-1691 56) 107r-108r: Pasqualini, Marcantonio, 1614-1691 57) 109r-111r: Pasqualini, Marcantonio, 1614-1691 58) 113r-114v: Pasqualini, Marcantonio, 1614-1691 59) 115r-116v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 60) 117r-v: Pasqualini, Marcantonio, 1614-1691 61) 118r-119v: Pasqualini, Marcantonio, 1614-1691 62) 121r-122r: Pasqualini, Marcantonio, 1614-1691 63) 123r-126r: Pasqualini, Marcantonio, 1614-1691 64) 127r-128r: Pasqualini, Marcantonio, 1614-1691 65) 129r-131v: Pasqualini, Marcantonio, 1614-1691 66) 133r-135r: Pasqualini, Marcantonio, 1614-1691 67) 137r-138v: Pasqualini, Marcantonio, 1614-1691 68) 139r-140v: Pasqualini, Marcantonio, 1614-1691 69) 141r-142v: Pasqualini, Marcantonio, 1614-1691 70) 143r-144r: Pasqualini, Marcantonio, 1614-1691 71) 145r-148r: Pasqualini, Marcantonio, 1614-1691 72) 149r-150r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 73) 151r-v: Pasqualini, Marcantonio, 1614-1691","Bibliographic References: 74) Rose, Gloria Pasqualini as Copyst, In Analecta musicologica. Studien zur italienisch-deutschen Musikgeschichte 1974 75) Murata, Margaret Further Remarks on Pasqualini and the Musik of MAP, In Analecta musicologica. Studien zur italienisch-deutschen Musikgeschichte 76) Annibaldi, Claudio L'archivio musicale Doria Pamphilj: saggio sulla cultura aristocratica a Roma fra 16° e 19° secolo (II), In Studi musicali 1982",25.0,unreviewed,,,
