shelfmark,term,signal_weight,section,snippet,detail_url,viewer_url,score
Arch.Cap.S.Pietro.B.79,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.B.79,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.B.79,5.5
Arch.Cap.S.Pietro.G.51,palinsesto,10.0,General Data,"1) Nicolai Michaelis Bonaiuti, florentini, carmina et epistulae poeticae. Sec. XV",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.51,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.51,11.5
Arch.Cap.S.Pietro.G.52,palinsesto,10.0,General Data,"1) Nicolai Michaelis Bonaiuti, liber sancatae Hierusalem, carmen heroicum, libri I-XII. Sec. XV",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.52,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.52,11.5
Arch.Cap.S.Pietro.G.53,palinsesto,10.0,General Data,"1) Nicolai Michaelis Bonaiuti, liber sanctae basilicae, carmen heroicum, libri I-VI. Sec. XV",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.53,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.53,11.5
Arch.Cap.S.Pietro.G.54,palinsesto,10.0,General Data,"1) Nicolai Michaelis Bonaiuti, liber in figura paradisi delitiarum de quatuor virtutibus cardinalibus (libri I-IV) et liber in figura sancti sepulcri (liber I-VI). Sec. XV",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.54,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.54,11.5
Barb.gr.39,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Broia, Daniele Per una rilettura del palinsesto Vat. gr. 2061 A: saggio di ripristino digitale e di edizione diplomatica del Nomocanone alla luce del sistema RE.CO.RD®, In Bollettino della Badia greca di Grottaferrata 1999",https://digi.vatlib.it/mss/detail/Barb.gr.39,https://digi.vatlib.it/view/MSS_Barb.gr.39,5.5
Barb.gr.455,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Broia, Daniele Per una rilettura del palinsesto Vat. gr. 2061 A: saggio di ripristino digitale e di edizione diplomatica del Nomocanone alla luce del sistema RE.CO.RD®, In Bollettino della Badia greca di Grottaferrata 1999",https://digi.vatlib.it/mss/detail/Barb.gr.455,https://digi.vatlib.it/view/MSS_Barb.gr.455,5.5
Barb.lat.302,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Barb.lat.302,https://digi.vatlib.it/view/MSS_Barb.lat.302,5.5
Barb.lat.311,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Falcioni, Eugenio Il De Balneis Puteolanis e l'Eneide: due testi, un unico supporto. Un palinsesto nel codice Ottoboniano Latino 2110, In Studi e Testi 516, In Miscellanea Bibliothecae Apostolicae Vaticanae 2017.",https://digi.vatlib.it/mss/detail/Barb.lat.311,https://digi.vatlib.it/view/MSS_Barb.lat.311,5.5
Barb.lat.3185,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Baldi, Davide Il palinsesto Laur. Plut. 10.15, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008 2) Baldi, Davide Il palinsesto Laur. Plut. 57.26. Studio codicologico e paleografico. Con una postille su alcuni codici Laurenziani di origine salentina, In Byzantion 2007",https://digi.vatlib.it/mss/detail/Barb.lat.3185,https://digi.vatlib.it/view/MSS_Barb.lat.3185,5.5
Ott.gr.85,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliothecae Apostolicae Vaticanae XIX (Studi e testi, 474), 2012",https://digi.vatlib.it/mss/detail/Ott.gr.85,https://digi.vatlib.it/view/MSS_Ott.gr.85,7.0
Ott.gr.179,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliothecae Apostolicae Vaticanae XIX (Studi e testi, 474), 2012",https://digi.vatlib.it/mss/detail/Ott.gr.179,https://digi.vatlib.it/view/MSS_Ott.gr.179,7.0
Ott.gr.312,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Arnesano, Daniele, 1975- Il palinsesto Laur. Plut. 57.36. Una nota storica sull'assedio di Gallipoli e nuove testimonianza dialettali italo-meridionali, In Rivista di studi bizantini e neoellenici 2004",https://digi.vatlib.it/mss/detail/Ott.gr.312,https://digi.vatlib.it/view/MSS_Ott.gr.312,5.5
Ott.gr.344,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Ott.gr.344,https://digi.vatlib.it/view/MSS_Ott.gr.344,5.5
Ott.lat.145,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Ott.lat.145,https://digi.vatlib.it/view/MSS_Ott.lat.145,5.5
Ott.lat.2110,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Falcioni, Eugenio Il De Balneis Puteolanis e l'Eneide: due testi, un unico supporto. Un palinsesto nel codice Ottoboniano Latino 2110, In Studi e Testi 516, In Miscellanea Bibliothecae Apostolicae Vaticanae 2017. 2) Falcioni, Eugenio Il De Balneis Puteolanis e l'Eneide: due testi, un unico supporto. Un palinsesto nel codice Ottoboniano Latino 2110, In Studi e Testi 516, In Miscellanea Bibliothecae Apostolicae Vaticanae 2017.",https://digi.vatlib.it/mss/detail/Ott.lat.2110,https://digi.vatlib.it/view/MSS_Ott.lat.2110,5.5
Pal.gr.15,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Arnesano, Daniele, 1975- Frammenti dell'Historia Philothea di Teodoreto di Ciro nel palinsesto Laur. 87.21, In Orpheus 2005",https://digi.vatlib.it/mss/detail/Pal.gr.15,https://digi.vatlib.it/view/MSS_Pal.gr.15,7.0
Pal.gr.228,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Pal.gr.228,https://digi.vatlib.it/view/MSS_Pal.gr.228,5.5
Pal.lat.909,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Pal.lat.909,https://digi.vatlib.it/view/MSS_Pal.lat.909,5.5
Pal.lat.1764,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Pal.lat.1764,https://digi.vatlib.it/view/MSS_Pal.lat.1764,5.5
Reg.gr.18,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Arnesano, Daniele, 1975- Il palinsesto Laur. Conv. Soppr. 152. Note paleografiche e codicologiche, In Bollettino della Badia greca di Grottaferrata 1999",https://digi.vatlib.it/mss/detail/Reg.gr.18,https://digi.vatlib.it/view/MSS_Reg.gr.18,5.5
Reg.gr.144,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Reg.gr.144,https://digi.vatlib.it/view/MSS_Reg.gr.144,5.5
Reg.lat.316,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Mohlberg, Leo Cunibert, O.S.B., 1878-1963 Un Sacramentario palinsesto del secolo VIII dell'Italia Centrale In Atti della Pontificia Accademia Romana di archeologia, S. III, Rendiconti",https://digi.vatlib.it/mss/detail/Reg.lat.316,https://digi.vatlib.it/view/MSS_Reg.lat.316,5.5
Reg.lat.466,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Reg.lat.466,https://digi.vatlib.it/view/MSS_Reg.lat.466,5.5
Reg.lat.620,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Calderan, Roberto Per una nuova edizione critica di Giulio Valerio, I: l'apografo peyroniano del palinsesto torinese, In Rivista di filologia e di istruzione classica 1981",https://digi.vatlib.it/mss/detail/Reg.lat.620,https://digi.vatlib.it/view/MSS_Reg.lat.620,5.5
Ross.379,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Falcioni, Eugenio Il De Balneis Puteolanis e l'Eneide: due testi, un unico supporto. Un palinsesto nel codice Ottoboniano Latino 2110, In Studi e Testi 516, In Miscellanea Bibliothecae Apostolicae Vaticanae 2017.",https://digi.vatlib.it/mss/detail/Ross.379,https://digi.vatlib.it/view/MSS_Ross.379,5.5
Urb.gr.96,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Urb.gr.96,https://digi.vatlib.it/view/MSS_Urb.gr.96,5.5
Urb.gr.154,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Urb.gr.154,https://digi.vatlib.it/view/MSS_Urb.gr.154,5.5
Urb.gr.155,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Urb.gr.155,https://digi.vatlib.it/view/MSS_Urb.gr.155,5.5
Urb.lat.366,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) edited by Lorusso, Salvatore Studio multidisciplinare del codice dantesco con palinsesto già Phillipps 9589, In Accademie e biblioteche d’Italia 2002",https://digi.vatlib.it/mss/detail/Urb.lat.366,https://digi.vatlib.it/view/MSS_Urb.lat.366,7.0
Urb.lat.602,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Tangari, Nicola Il palinsesto V C 14 della Biblioteca Nazionale di Napoli: un antifonario del secolo X/XI e il Doctrinale di Alexander de Villa Dei, Scritture e libri del medioevo 2026.",https://digi.vatlib.it/mss/detail/Urb.lat.602,https://digi.vatlib.it/view/MSS_Urb.lat.602,5.5
Vat.gr.14,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Arnesano, Daniele, 1975- Il palinsesto Laur. Plut. 57.36. Una nota storica sull'assedio di Gallipoli e nuove testimonianza dialettali italo-meridionali, In Rivista di studi bizantini e neoellenici 2004",https://digi.vatlib.it/mss/detail/Vat.gr.14,https://digi.vatlib.it/view/MSS_Vat.gr.14,5.5
Vat.gr.19,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Turco, Gianluca Il palinsesto Ambrosiano Q 6 sup., In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008 3) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.19,https://digi.vatlib.it/view/MSS_Vat.gr.19,5.5
Vat.gr.21,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.21,https://digi.vatlib.it/view/MSS_Vat.gr.21,5.5
Vat.gr.130,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliotechecae Apostolicae Vaticanae, XIX (Studi e testi, 474), 2012",https://digi.vatlib.it/mss/detail/Vat.gr.130,https://digi.vatlib.it/view/MSS_Vat.gr.130,5.5
Vat.gr.157,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.157,https://digi.vatlib.it/view/MSS_Vat.gr.157,5.5
Vat.gr.717,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.717,https://digi.vatlib.it/view/MSS_Vat.gr.717,5.5
Vat.gr.770,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliothecae Apostolicae Vaticanae XIX (Studi e testi, 474), 2012",https://digi.vatlib.it/mss/detail/Vat.gr.770,https://digi.vatlib.it/view/MSS_Vat.gr.770,7.0
Vat.gr.772,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliothecae Apostolicae Vaticanae XIX (Studi e testi, 474), 2012",https://digi.vatlib.it/mss/detail/Vat.gr.772,https://digi.vatlib.it/view/MSS_Vat.gr.772,5.5
Vat.gr.784,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Baldi, Davide Il palinsesto Laur. Plut. 10.15, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.784,https://digi.vatlib.it/view/MSS_Vat.gr.784,5.5
Vat.gr.1107,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.1107,https://digi.vatlib.it/view/MSS_Vat.gr.1107,5.5
Vat.gr.1221,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Vat.gr.1221,https://digi.vatlib.it/view/MSS_Vat.gr.1221,5.5
Vat.gr.1231,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Orsini, Pasquale Un foglio palinsesto nel codice Vat.gr.772, In Miscellanea Bibliotechecae Apostolicae Vaticanae, XIX (Studi e testi, 474), 2012 2) Arnesano, Daniele, 1975- Frammenti dell'Historia Philothea di Teodoreto di Ciro nel palinsesto Laur. 87.21, In Orpheus 2005",https://digi.vatlib.it/mss/detail/Vat.gr.1231,https://digi.vatlib.it/view/MSS_Vat.gr.1231,5.5
Vat.gr.1260,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Arnesano, Daniele, 1975- Frammenti dell'Historia Philothea di Teodoreto di Ciro nel palinsesto Laur. 87.21, In Orpheus 2005",https://digi.vatlib.it/mss/detail/Vat.gr.1260,https://digi.vatlib.it/view/MSS_Vat.gr.1260,7.0
Vat.gr.1276,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Palla, Luisa Il palinsesto Ambrosiano F 10 sup., In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008 2) Arnesano, Daniele, 1975- Il palinsesto Laur. Plut. 57.36. Una nota storica sull'assedio di Gallipoli e nuove testimonianza dialettali italo-meridionali, In Rivista di studi bizantini e neoellenici 2004",https://digi.vatlib.it/mss/detail/Vat.gr.1276,https://digi.vatlib.it/view/MSS_Vat.gr.1276,5.5
Vat.gr.1288,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Crisci, Edoardo Un frammento palinsesto del ""Commento al vangelo di S. Matteo"" di Origene nel codice Criptense Γ. β.VI, In Jahrbuch der Österreichischen Byzantinistik 1988",https://digi.vatlib.it/mss/detail/Vat.gr.1288,https://digi.vatlib.it/view/MSS_Vat.gr.1288,5.5
Vat.gr.1298.pt.1,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Mazzucchi, Carlo Maria, 1952- Per una rilettura del Palinsesto Vaticano contenente il dialogo «Sulla scienza politica» del tempo di Giustiniano, In L'Imperatore Giustiniano, storia e mito (Giornate di studio a Ravenna, 14-16 ottobre 1976), 1978",https://digi.vatlib.it/mss/detail/Vat.gr.1298.pt.1,https://digi.vatlib.it/view/MSS_Vat.gr.1298.pt.1,5.5
Vat.gr.1298.pt.2,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Mazzucchi, Carlo Maria, 1952- Per una rilettura del Palinsesto Vaticano contenente il dialogo «Sulla scienza politica» del tempo di Giustiniano, In L'Imperatore Giustiniano, storia e mito (Giornate di studio a Ravenna, 14-16 ottobre 1976), 1978",https://digi.vatlib.it/mss/detail/Vat.gr.1298.pt.2,https://digi.vatlib.it/view/MSS_Vat.gr.1298.pt.2,5.5
Vat.gr.1594,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo codice della collezione filosofica. Il palinsesto Parisinus graecus 2575, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008",https://digi.vatlib.it/mss/detail/Vat.gr.1594,https://digi.vatlib.it/view/MSS_Vat.gr.1594,5.5
Vat.gr.1628,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Vat.gr.1628,https://digi.vatlib.it/view/MSS_Vat.gr.1628,5.5
Vat.gr.1636,palinsesto,10.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Arnesano, Daniele, 1975- Frammenti dell'Historia Philothea di Teodoreto di Ciro nel palinsesto Laur. 87.21, In Orpheus 2005",https://digi.vatlib.it/mss/detail/Vat.gr.1636,https://digi.vatlib.it/view/MSS_Vat.gr.1636,7.0
Vat.gr.1666,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Arnesano, Daniele, 1975- Il palinsesto Laur. Conv. Soppr. 152. Note paleografiche e codicologiche, In Bollettino della Badia greca di Grottaferrata 1999",https://digi.vatlib.it/mss/detail/Vat.gr.1666,https://digi.vatlib.it/view/MSS_Vat.gr.1666,5.5
Vat.gr.1830,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Turco, Gianluca Il palinsesto Ambrosiano Q 6 sup., In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.1830,https://digi.vatlib.it/view/MSS_Vat.gr.1830,5.5
Vat.gr.1852,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Studies in greek manuscripts, 1 (Testi, studi, strumenti, 24), 2008 2) Cataldi Palau, Annaclara Un nuovo manoscritto palinsesto di Giorgio Baiophoros, In Libri palinsesti greci: conservazione, restauro digitale, studio. Atti del Convegno internazionale, Villa Mondragone - Monte Porzio Catone - Università di Roma ""Tor Vergata"" - Biblioteca del Monumento Nazionale di Grottaferrata, 21-24 apr. 2004, 2008",https://digi.vatlib.it/mss/detail/Vat.gr.1852,https://digi.vatlib.it/view/MSS_Vat.gr.1852,5.5
Vat.gr.1890.pt.1,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Vat.gr.1890.pt.1,https://digi.vatlib.it/view/MSS_Vat.gr.1890.pt.1,5.5
Vat.gr.1890.pt.2,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Vat.gr.1890.pt.2,https://digi.vatlib.it/view/MSS_Vat.gr.1890.pt.2,5.5
Vat.gr.1926,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Vat.gr.1926,https://digi.vatlib.it/view/MSS_Vat.gr.1926,5.5
Vat.gr.1990,palinsesto,10.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Frammenti dell'Ad Theodorum Lapsum di Giovanni Crisostomo in un palinsesto di Grottaferrata : Crypt. G.b.XX, ora Gr. 145, In Storie di cultura scritta: studi per Francesco Magistrale (a cura di P. Fioretti; con la collaborazione di Annangela Germano e Marco Antonio Siciliani),",https://digi.vatlib.it/mss/detail/Vat.gr.1990,https://digi.vatlib.it/view/MSS_Vat.gr.1990,5.5
