shelfmark,term,signal_weight,section,snippet,detail_url,viewer_url,score
Vat.gr.244,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Krewet, Michael Der Anonymus Coislinianus-Kommentar in den süditalienischen Handschriften der Terra d’Otranto des 12. und 13. Jahrhunderts, In Die griechische Gelehrsamkeit in Süditalien. Manuskripte, Texte und Wissenstransfer im 10.-13. Jahrhundert, Etymologika - Studien 2025. 2) Ebbesen, Sten, 1946- Analyzing Syllogisms or Anonymus Aurelianensis III - the (presumably) Earliest Extant Latin Commentary on the Prior Analytics and its Greek Model, In Cahiers de l’Institut du Moyen-Âge grec et latin 1981",https://digi.vatlib.it/mss/detail/Vat.gr.244,https://digi.vatlib.it/view/MSS_Vat.gr.244,3.3
Vat.gr.248,anonymus,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Ebbesen, Sten, 1946- Anonymus Aurelianensis II, Aristotle, Alexander, Porphyry and Boethius. Ancient Scholasticism and 12th century Western Europe, In Cahiers de l’Institut du Moyen-Âge grec et latin 1976",https://digi.vatlib.it/mss/detail/Vat.gr.248,https://digi.vatlib.it/view/MSS_Vat.gr.248,3.3
Vat.gr.260,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Kommentare zu Aristoteles, De partibus animalium. Redaktionen zu Michael von Ephesos, kritische Edition und Einleitung. Anonymus (Codex Hieros. S. S. 108) und Georgios Pachymeres ; herausgegeben von Eleni Pappa, Commentaria in Aristotelem Graeca et Byzantina 2022.",https://digi.vatlib.it/mss/detail/Vat.gr.260,https://digi.vatlib.it/view/MSS_Vat.gr.260,3.3
Vat.gr.261.pt.1,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Kommentare zu Aristoteles, De partibus animalium. Redaktionen zu Michael von Ephesos, kritische Edition und Einleitung. Anonymus (Codex Hieros. S. S. 108) und Georgios Pachymeres ; herausgegeben von Eleni Pappa, Commentaria in Aristotelem Graeca et Byzantina 2022.",https://digi.vatlib.it/mss/detail/Vat.gr.261.pt.1,https://digi.vatlib.it/view/MSS_Vat.gr.261.pt.1,3.3
Vat.gr.266,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Kommentare zu Aristoteles, De partibus animalium. Redaktionen zu Michael von Ephesos, kritische Edition und Einleitung. Anonymus (Codex Hieros. S. S. 108) und Georgios Pachymeres ; herausgegeben von Eleni Pappa, Commentaria in Aristotelem Graeca et Byzantina 2022.",https://digi.vatlib.it/mss/detail/Vat.gr.266,https://digi.vatlib.it/view/MSS_Vat.gr.266,3.3
Vat.gr.633,anonymus,6.0,General Data,1) 64r-72r: Tractatus anonymus cum locis maxime ex Iohannis Chrysostomi operibus,https://digi.vatlib.it/mss/detail/Vat.gr.633,https://digi.vatlib.it/view/MSS_Vat.gr.633,7.5
Vat.gr.1032,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Kommentare zu Aristoteles, De partibus animalium. Redaktionen zu Michael von Ephesos, kritische Edition und Einleitung. Anonymus (Codex Hieros. S. S. 108) und Georgios Pachymeres ; herausgegeben von Eleni Pappa, Commentaria in Aristotelem Graeca et Byzantina 2022.",https://digi.vatlib.it/mss/detail/Vat.gr.1032,https://digi.vatlib.it/view/MSS_Vat.gr.1032,3.3
Vat.gr.1305,anonymus,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Hoffmann, Philippe Autres données relatives à un mystérieux collaborateur d'Alde Manuce: l' Anonymus Harvardianus, In Mélanges de l'École française de Rome. Moyen Âge 1986",https://digi.vatlib.it/mss/detail/Vat.gr.1305,https://digi.vatlib.it/view/MSS_Vat.gr.1305,3.3
Vat.gr.1314,anonymus,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Gamillscheg, Ernst, 1950- Andronikos Kallistos oder Anonymus Mutinensis? Zur Schriftenentwicklung des Andronikos Kallistos, In Römische Historische Mitteilungen 1983 2) Smith, Ole Langwitz Anonymus Mutinensis or Andronikos Kallistos, In Classica et mediaevalia 1986",https://digi.vatlib.it/mss/detail/Vat.gr.1314,https://digi.vatlib.it/view/MSS_Vat.gr.1314,3.3
Vat.gr.1339,anonymus,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Kommentare zu Aristoteles, De partibus animalium. Redaktionen zu Michael von Ephesos, kritische Edition und Einleitung. Anonymus (Codex Hieros. S. S. 108) und Georgios Pachymeres ; herausgegeben von Eleni Pappa, Commentaria in Aristotelem Graeca et Byzantina 2022.",https://digi.vatlib.it/mss/detail/Vat.gr.1339,https://digi.vatlib.it/view/MSS_Vat.gr.1339,3.3
Vat.gr.1608,anonymus,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Hoffmann, Philippe Un mystérieux collaborateur d'Alde Manuce: l' Anonymus Harvardianus, In Mélanges de l'École française de Rome. Moyen Âge 1985",https://digi.vatlib.it/mss/detail/Vat.gr.1608,https://digi.vatlib.it/view/MSS_Vat.gr.1608,3.3
Vat.gr.1646,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Hoffmann, Philippe Un mystérieux collaborateur d'Alde Manuce: l' Anonymus Harvardianus, In Mélanges de l'École française de Rome. Moyen Âge 1985",https://digi.vatlib.it/mss/detail/Vat.gr.1646,https://digi.vatlib.it/view/MSS_Vat.gr.1646,4.8
Vat.gr.2173,anonymus,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Krewet, Michael Der Anonymus Coislinianus-Kommentar in den süditalienischen Handschriften der Terra d’Otranto des 12. und 13. Jahrhunderts, In Die griechische Gelehrsamkeit in Süditalien. Manuskripte, Texte und Wissenstransfer im 10.-13. Jahrhundert, Etymologika - Studien 2025.",https://digi.vatlib.it/mss/detail/Vat.gr.2173,https://digi.vatlib.it/view/MSS_Vat.gr.2173,3.3
Vat.lat.409,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Monfasani, John, 1943- Some quattrocento traslators of St. Basil the Great: Gaspare Zacchi, episcopus anonymus , Pietro Balbi, Athanasius Chalkeopoulos, and cardinal Bessaion, In Φιλαναγνωστησ. Studi in onore di Marino Zorzi, 2008",https://digi.vatlib.it/mss/detail/Vat.lat.409,https://digi.vatlib.it/view/MSS_Vat.lat.409,3.3
Vat.lat.634,anonymus,6.0,General Data,1) 49r: Sermo anonymus . 2) 68r-v: Sermo anonymus de tempore in dominica in palmis.,https://digi.vatlib.it/mss/detail/Vat.lat.634,https://digi.vatlib.it/view/MSS_Vat.lat.634,7.5
Vat.lat.793,anonymus,6.0,General Data,1) 73r-75r: Expositio missae.,https://digi.vatlib.it/mss/detail/Vat.lat.793,https://digi.vatlib.it/view/MSS_Vat.lat.793,7.5
Vat.lat.1783,anonymus,6.0,General Data,"1) 136v-139r: Excerptum de astrologia Arati. 2) 152v: Schemata ad doctrinas ecclesiasticas pertitentia, ut tractationem scripturarum, catenam peccati, causas remissionis. 3) 154r: Schema de viciis principalibus. 4) 157r: Schemata de temptationibus, de causis pro quibus infirmitate affligimur. 5) 159r: Schema virtutum et vitiorum.",https://digi.vatlib.it/mss/detail/Vat.lat.1783,https://digi.vatlib.it/view/MSS_Vat.lat.1783,6.0
Vat.lat.2154,anonymus,6.0,General Data,1) 29v-34v: Tractatus anonymus de Insolubilibus cum opinionibus Gulielmi Hentisbury [Heytesbury] Richardi Swinshead et aliorum philosophorum,https://digi.vatlib.it/mss/detail/Vat.lat.2154,https://digi.vatlib.it/view/MSS_Vat.lat.2154,7.5
Vat.lat.3110,anonymus,6.0,General Data,1) 89v-90v: De polis,https://digi.vatlib.it/mss/detail/Vat.lat.3110,https://digi.vatlib.it/view/MSS_Vat.lat.3110,7.5
Vat.lat.3715,anonymus,6.0,General Data,"1) p. 1-4: De gradibus cognationum, Regiones seu Curiosum urbis Romae, De rebus bellicis (estratti) 2) p. 56-64: De rebus bellicis",https://digi.vatlib.it/mss/detail/Vat.lat.3715,https://digi.vatlib.it/view/MSS_Vat.lat.3715,7.5
Vat.lat.4155,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Monfasani, John, 1943- Some quattrocento traslators of St. Basil the Great: Gaspare Zacchi, episcopus anonymus , Pietro Balbi, Athanasius Chalkeopoulos, and cardinal Bessaion, In Φιλαναγνωστησ. Studi in onore di Marino Zorzi, 2008",https://digi.vatlib.it/mss/detail/Vat.lat.4155,https://digi.vatlib.it/view/MSS_Vat.lat.4155,3.3
Vat.lat.4249,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Monfasani, John, 1943- Some quattrocento traslators of St. Basil the Great: Gaspare Zacchi, episcopus anonymus , Pietro Balbi, Athanasius Chalkeopoulos, and cardinal Bessaion, In Φιλαναγνωστησ. Studi in onore di Marino Zorzi, 2008",https://digi.vatlib.it/mss/detail/Vat.lat.4249,https://digi.vatlib.it/view/MSS_Vat.lat.4249,3.3
Vat.lat.5129,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Anonymus , ex codice vaticano lat. 5129, Corpus scriptorum de musica 1964.",https://digi.vatlib.it/mss/detail/Vat.lat.5129,https://digi.vatlib.it/view/MSS_Vat.lat.5129,4.8
Vat.lat.5331,anonymus,6.0,General Data,1) 80r: Carmen quod anonymus quidam scriba scripsit in fine operis Jordani Ruffi de medicina equorum.,https://digi.vatlib.it/mss/detail/Vat.lat.5331,https://digi.vatlib.it/view/MSS_Vat.lat.5331,7.5
Vat.lat.5772,anonymus,6.0,Bibliographic References:,"Bibliographic References: 1) Zangemeister, Karl Friedrich Wilhelm, 1837-1902 Zum Anonymus Valesianus In Rheinisches Museum für Philologie",https://digi.vatlib.it/mss/detail/Vat.lat.5772,https://digi.vatlib.it/view/MSS_Vat.lat.5772,4.8
Vat.lat.7563,anonymus,6.0,General Data,"Low Quality 1) 73r-76v: Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie De desiderio et siti Anime in Deum 2) 76v-78r: Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie De confesione [sic] proprie vilitatis 3) 78r-80r: Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie Consideratio divine maiestatis 4) 80r-81r: Augustinus, s., vesc. d'Ippona, 354-430 Quod anima fidelis sit santuarium Dei 5) 81r-v: Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie De fervore dilectionis vel charitatis 6) 82r-84r: Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie De gloria celestis patrie 7) 84v-87r: Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie De inefabili dulcedine Dei",https://digi.vatlib.it/mss/detail/Vat.lat.7563,https://digi.vatlib.it/view/MSS_Vat.lat.7563,6.0
Arch.Cap.S.Pietro.D.157,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.D.157,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.D.157,3.3
Arch.Cap.S.Pietro.G.13,attribuzione,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Carloni, R. Un problema di attribuzione risolto: la statua di S. Pietro in Vaticano, In Roma Anno 1300. Atti della IV settimana di studi di storia dell’arte medievale dell’Univ. di Roma “La Sapienza”, 19-24 maggio 1980, 1983",https://digi.vatlib.it/mss/detail/Arch.Cap.S.Pietro.G.13,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.G.13,3.3
Barb.gr.54,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005 2) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.54,https://digi.vatlib.it/view/MSS_Barb.gr.54,3.3
Barb.gr.60,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.60,https://digi.vatlib.it/view/MSS_Barb.gr.60,3.3
Barb.gr.64,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.64,https://digi.vatlib.it/view/MSS_Barb.gr.64,3.3
Barb.gr.74,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Scognamiglio, Federica ""Ascolta, ragazzo, il mio consiglio"": l'acrostico parenetico di Ignazio Diacono, e un altro acrostico di incerta attribuzione , In Journal of Byzantine Studies 2022.",https://digi.vatlib.it/mss/detail/Barb.gr.74,https://digi.vatlib.it/view/MSS_Barb.gr.74,3.3
Barb.gr.231,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.231,https://digi.vatlib.it/view/MSS_Barb.gr.231,3.3
Barb.gr.306,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.306,https://digi.vatlib.it/view/MSS_Barb.gr.306,3.3
Barb.gr.310,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Giardina, Giovanna R. L’Anacreontea 5 di Leone Magistro Chirosfaktis. Sul problema dell’ attribuzione , In Bollettino della Badia greca di Grottaferrata 1994",https://digi.vatlib.it/mss/detail/Barb.gr.310,https://digi.vatlib.it/view/MSS_Barb.gr.310,3.3
Barb.gr.323,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.323,https://digi.vatlib.it/view/MSS_Barb.gr.323,3.3
Barb.gr.351,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.351,https://digi.vatlib.it/view/MSS_Barb.gr.351,3.3
Barb.gr.359,attribuzione,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.359,https://digi.vatlib.it/view/MSS_Barb.gr.359,3.3
Barb.gr.377,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.377,https://digi.vatlib.it/view/MSS_Barb.gr.377,3.3
Barb.gr.429,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.429,https://digi.vatlib.it/view/MSS_Barb.gr.429,3.3
Barb.gr.455,attribuzione,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Lucà, Santo, 1947- Italograeca, III. Reggio Calabria, Biblioteca Comunale «Pietro De Nava», Pergamene e Rari, perg. nr. 64: frammento di Lezionario del secolo XII (con un’appendice su qualche manoscritto greco di incerta attribuzione all’Italia meridionale), In Archivio storico per la Calabria e la Lucania 2023",https://digi.vatlib.it/mss/detail/Barb.gr.455,https://digi.vatlib.it/view/MSS_Barb.gr.455,3.3
Barb.gr.482,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.482,https://digi.vatlib.it/view/MSS_Barb.gr.482,3.3
Barb.gr.541,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Lucà, Santo, 1947- Italograeca, III. Reggio Calabria, Biblioteca Comunale «Pietro De Nava», Pergamene e Rari, perg. nr. 64: frammento di Lezionario del secolo XII (con un’appendice su qualche manoscritto greco di incerta attribuzione all’Italia meridionale), In Archivio storico per la Calabria e la Lucania 2023",https://digi.vatlib.it/mss/detail/Barb.gr.541,https://digi.vatlib.it/view/MSS_Barb.gr.541,3.3
Barb.gr.568,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Canart, Paul, sac., 1927-2017 L'ornamentazione nei manoscritti greci del Rinascimento: un criterio d' attribuzione da sfruttare?, In Rivista di studi bizantini e neoellenici 2005",https://digi.vatlib.it/mss/detail/Barb.gr.568,https://digi.vatlib.it/view/MSS_Barb.gr.568,3.3
Barb.lat.3953,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Barbi, Michele, 1867-1941 Intorno all' attribuzione del sonetto «E non è legno» a Dante In Studi danteschi",https://digi.vatlib.it/mss/detail/Barb.lat.3953,https://digi.vatlib.it/view/MSS_Barb.lat.3953,4.8
Barb.lat.4016,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Bertolini, Lucia L' attribuzione della ""Sfera"" del Dati nella tradizione manoscritta: In Studi offerti a Gianfranco Contini dagli allievi pisani, 1984",https://digi.vatlib.it/mss/detail/Barb.lat.4016,https://digi.vatlib.it/view/MSS_Barb.lat.4016,4.8
Barb.lat.4036,attribuzione,6.0,Bibliographic References:,"Low Quality Bibliographic References: 1) Barbi, Michele, 1867-1941 Intorno all' attribuzione del sonetto «E non è legno» a Dante In Studi danteschi",https://digi.vatlib.it/mss/detail/Barb.lat.4036,https://digi.vatlib.it/view/MSS_Barb.lat.4036,4.8
Barb.lat.4138,attribuzione,6.0,General Data,"1) 1r-4r: Bononcini, Giovanni, 1670-1747",https://digi.vatlib.it/mss/detail/Barb.lat.4138,https://digi.vatlib.it/view/MSS_Barb.lat.4138,7.5
Barb.lat.4139,attribuzione,6.0,General Data,"1) 113r-114v: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4139,https://digi.vatlib.it/view/MSS_Barb.lat.4139,7.5
Barb.lat.4140,attribuzione,6.0,General Data,"1) 31v-32v: Gabrielli, Domenico, 1659-1690. Opere spurie e dubbie 2) 38r-39r: Gabrielli, Domenico, 1659-1690. Opere spurie e dubbie 3) 39v-40v: Gabrielli, Domenico, 1659-1690. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4140,https://digi.vatlib.it/view/MSS_Barb.lat.4140,6.0
Barb.lat.4147,attribuzione,6.0,General Data,"1) 66r-80v: Agostini, Paolo, c. 1583-1629",https://digi.vatlib.it/mss/detail/Barb.lat.4147,https://digi.vatlib.it/view/MSS_Barb.lat.4147,7.5
Barb.lat.4149,attribuzione,6.0,General Data,"1) 1r-v: Petti, Paolo, m. 1678. Opere spurie e dubbie 2) 193r-194r: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie 3) 195r-196v: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie 4) 197r-198v: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie 5) 199r-202r: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie 6) 215r-216r: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie 7) 217r-220v: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie 8) 221r-222r: Scarlatti, Alessandro, 1660-1725. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4149,https://digi.vatlib.it/view/MSS_Barb.lat.4149,6.0
Barb.lat.4151,attribuzione,6.0,General Data,"1) 108v-111r: Kapsperger, Johann Hieronymus, 1580-1651. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4151,https://digi.vatlib.it/view/MSS_Barb.lat.4151,7.5
Barb.lat.4152,attribuzione,6.0,General Data,"1) 27r-30r: De Luca, Severo, sec. XVII. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4152,https://digi.vatlib.it/view/MSS_Barb.lat.4152,7.5
Barb.lat.4158,attribuzione,6.0,General Data,"1) 57r-60v: Ziani, Marc'Antonio, 1653-1715. Opere spurie e dubbie 2) 87r-88v: Amadori, Luca, sec. XVII. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4158,https://digi.vatlib.it/view/MSS_Barb.lat.4158,7.5
Barb.lat.4159,attribuzione,6.0,General Data,"1) 91r-94r: Sabadini, Bernardo, sac., m. 1718. Opere spurie e dubbie 2) 101r-104v: Sabadini, Bernardo, sac., m. 1718. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4159,https://digi.vatlib.it/view/MSS_Barb.lat.4159,7.5
Barb.lat.4161,attribuzione,6.0,General Data,"1) 61r-69v: Bononcini, Giovanni, 1670-1747. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4161,https://digi.vatlib.it/view/MSS_Barb.lat.4161,7.5
Barb.lat.4162,attribuzione,6.0,General Data,"1) 114rbis-114rter: Sabadini, Bernardo, sac., m. 1718. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4162,https://digi.vatlib.it/view/MSS_Barb.lat.4162,7.5
Barb.lat.4164,attribuzione,6.0,General Data,"1) 15r-22v: Bononcini, Giovanni, 1670-1747. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4164,https://digi.vatlib.it/view/MSS_Barb.lat.4164,7.5
Barb.lat.4167,attribuzione,6.0,General Data,"1) 23r-26v: Bononcini, Giovanni, 1670-1747. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4167,https://digi.vatlib.it/view/MSS_Barb.lat.4167,7.5
Barb.lat.4175,attribuzione,6.0,General Data,"1) 63v-65r: Rossi, Luigi, 1597-1653. Opere spurie e dubbie 2) 79v-81r: Rossi, Luigi, 1597-1653. Opere spurie e dubbie 3) 81v-85r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4175,https://digi.vatlib.it/view/MSS_Barb.lat.4175,6.0
Barb.lat.4201,attribuzione,6.0,General Data,"1) 20v-22r: Pasqualini, Marcantonio, 1614-1691",https://digi.vatlib.it/mss/detail/Barb.lat.4201,https://digi.vatlib.it/view/MSS_Barb.lat.4201,7.5
Barb.lat.4205,attribuzione,6.0,General Data,"1) 168v-170v: Pasqualini, Marcantonio, 1614-1691",https://digi.vatlib.it/mss/detail/Barb.lat.4205,https://digi.vatlib.it/view/MSS_Barb.lat.4205,7.5
Barb.lat.4207,attribuzione,6.0,General Data,"1) 105r-110r: Cesti, Antonio, 1623-1669. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4207,https://digi.vatlib.it/view/MSS_Barb.lat.4207,7.5
Barb.lat.4220,attribuzione,6.0,General Data,"1) 59r-60v: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4220,https://digi.vatlib.it/view/MSS_Barb.lat.4220,7.5
Barb.lat.4221,attribuzione,6.0,General Data,"1) 3v-6r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie 2) 78r-v: Pasqualini, Marcantonio, 1614-1691 3) 103r-104v: Pasqualini, Marcantonio, 1614-1691",https://digi.vatlib.it/mss/detail/Barb.lat.4221,https://digi.vatlib.it/view/MSS_Barb.lat.4221,7.5
Barb.lat.4222,attribuzione,6.0,General Data,"1) 73v-74v: Pasqualini, Marcantonio, 1614-1691 2) 133r-v: Pasqualini, Marcantonio, 1614-1691",https://digi.vatlib.it/mss/detail/Barb.lat.4222,https://digi.vatlib.it/view/MSS_Barb.lat.4222,7.5
Barb.lat.4226,attribuzione,6.0,General Data,"1) 1r-198v: Bencini, Pietro Paolo, 1670-1755. Opere spurie e dubbie Dagl'Inganni alle nozze, Atto III.",https://digi.vatlib.it/mss/detail/Barb.lat.4226,https://digi.vatlib.it/view/MSS_Barb.lat.4226,7.5
Barb.lat.4229,attribuzione,6.0,General Data,"1) 165r-166v: Bencini, Pietro Paolo, 1670-1755. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4229,https://digi.vatlib.it/view/MSS_Barb.lat.4229,7.5
Barb.lat.4374,attribuzione,6.0,General Data,"1) 79v-82r: Pasqualini, Marcantonio, 1614-1691. Opere spurie e dubbie",https://digi.vatlib.it/mss/detail/Barb.lat.4374,https://digi.vatlib.it/view/MSS_Barb.lat.4374,7.5
Barb.lat.4434,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Benelli, Francesco Il cortile d’onore del Castello Brancaleoni di Piobbico. Storia, stile e tentativo di attribuzione , In Bollettino d’arte 2007",https://digi.vatlib.it/mss/detail/Barb.lat.4434,https://digi.vatlib.it/view/MSS_Barb.lat.4434,4.8
Borgh.205,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Perarnau, Josep, 1928- «Habent sua fata libelli». Sull' attribuzione ad Arnaldo di Villanova del Tractatus quidam in quo respondetur obiectionibus quae fiebant contra tractatum Arnaldi ""De Adventu antichritsti"", In Archivum franciscanum historicum 2005",https://digi.vatlib.it/mss/detail/Borgh.205,https://digi.vatlib.it/view/MSS_Borgh.205,3.3
Capp.Giulia.XII.4,attribuzione,6.0,General Data,"1) 3v-6r: Sermisy, Claudin de, c. 1490-1562. Opere spurie e dubbie Aspice domine quia facta est",https://digi.vatlib.it/mss/detail/Capp.Giulia.XII.4,https://digi.vatlib.it/view/MSS_Capp.Giulia.XII.4,7.5
Capp.Giulia.XIII.27,attribuzione,6.0,General Data,"1) 19v-20r: Mureau, Gilles, c. 1442-1512. Opere spurie e dubbie Je ne fay plus je ne dis ne escrips",https://digi.vatlib.it/mss/detail/Capp.Giulia.XIII.27,https://digi.vatlib.it/view/MSS_Capp.Giulia.XIII.27,7.5
Capp.Sist.24,attribuzione,6.0,General Data,"1) 92v-99r: Brunet, Johannes, f. 1510-1530. Opere spurie e dubbie Victime paschali laudes",https://digi.vatlib.it/mss/detail/Capp.Sist.24,https://digi.vatlib.it/view/MSS_Capp.Sist.24,7.5
Cappon.56,attribuzione,6.0,Bibliographic References:,"Bibliographic References: 1) Bertolini, Lucia L' attribuzione della ""Sfera"" del Dati nella tradizione manoscritta: In Studi offerti a Gianfranco Contini dagli allievi pisani, 1984",https://digi.vatlib.it/mss/detail/Cappon.56,https://digi.vatlib.it/view/MSS_Cappon.56,4.8
Cappon.248,attribuzione,6.0,General Data,"1) 1r-76v: Burchiello, 1404-1449 <Sonetti>",https://digi.vatlib.it/mss/detail/Cappon.248,https://digi.vatlib.it/view/MSS_Cappon.248,7.5
